year,y_1,y_n_real_obs,y_n_real_EH,term_prem,eh_method,state_var_y1_mean,state_var_y1_lag_coeff,state_var_max_abs_eig,infl_ar1_mu,infl_ar1_phi,eh_spread
1990,0.05040771655283857,0.05629025335951207,0.038992758400784575,0.017297494958727497,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.011414958152053997
1991,0.031006694799008208,0.05430161119748641,0.033166243065063966,0.021135368132422443,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.002159548266055758
1992,0.013747882119848787,0.04629343682107388,0.023441840159211157,0.022851596661862726,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.00969395803936237
1993,0.009831529711302859,0.04236865792029418,0.020645872433396058,0.02172278548689812,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.010814342722093199
1994,0.01916543174243665,0.034456967968153604,0.02011468336119246,0.014342284606961145,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.0009492516187558087
1995,0.03936816888559248,0.053516707751985214,0.03350109955032176,0.020015608201663454,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.0058670693352707234
1996,0.03262504279561759,0.03364079602688686,0.02275024878685514,0.01089054724003172,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.009874794008762452
1997,0.030612471521028563,0.04192128123043326,0.024247288746598827,0.017673992483834434,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.006365182774429736
1998,0.035804452311604965,0.03311886290044132,0.021482678477372213,0.011636184423069105,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.014321773834232752
1999,0.032642888679603146,0.025375475467149612,0.01619745944610986,0.00917801602103975,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.016445429233493285
2000,0.04083353119240325,0.04306482306112104,0.02458827785597913,0.01847654520514191,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.016245253336424122
2001,0.019439581635660765,0.028468883304779417,0.014102314437512526,0.014366568867266892,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.005337267198148239
2002,-0.0005342731492362085,0.02846419777744644,0.009631089514200917,0.018833108263245524,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.010165362663437125
2003,-0.010277339366436196,0.01848068474380955,0.005068202517243112,0.013412482226566437,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.015345541883679308
2004,-0.005326616855399346,0.019750539613929807,0.005652298343966372,0.014098241269963434,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.010978915199365717
2005,0.008204272208061823,0.019570585977236717,0.009858794905738717,0.009711791071498,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.001654522697676894
2006,0.025904239552921572,0.021389396398073853,0.01578191494284101,0.005607481455232842,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.010122324610080561
2007,0.02939411169956745,0.025179684451860383,0.01801127906211194,0.0071684053897484445,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,-0.011382832637455511
2008,0.005207650911926494,0.014448596882326841,0.007810549199075685,0.006638047683251156,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.002602898287149191
2009,-0.0031411366341472288,0.005100509702614959,0.005174044483309164,-7.353478069420556e-05,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.008315181117456393
2010,-0.01877295323139794,0.015187257401284692,0.002126833070473666,0.013060424330811025,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.020899786301871608
2011,-0.01500765090620661,0.012666235605159105,0.0015068052148380733,0.011159430390321032,baseline_state_var,0.020226026993392984,0.8798696810275917,0.9295723156955542,0.021066761727161383,0.38836753275618896,0.016514456121044685
