theta,T,mean_y_10,std_y_10,mean_spr,std_spr,mean_xb,std_xb,jensen_mean_xb,sharpe_xb,jensen_mean_xr,std_xr,sharpe_xr,theta_1_max_abs_diff_vs_active
0.0,92.0,0.020226026993392987,0.01722803671170089,1.2821869170263356e-18,0.014992229203492876,-0.0004859014728509328,0.05881524930898501,0.001243715302788098,0.021146136714549294,0.07012280092464486,0.19119899228473797,0.3667529838243936,1.7243151351209463e-15
0.25,92.0,0.02202125234219819,0.018659944806770665,0.0017952253488052003,0.015282220691778077,0.0012543212910364236,0.057250175295336644,0.0028931125767098108,0.05053456276395841,0.07012280092464486,0.19119899228473797,0.3667529838243936,1.7243151351209463e-15
0.5,92.0,0.023816477691003382,0.020303128147586846,0.0035904506976104,0.015967491449440242,0.002937666913880509,0.05761297482925589,0.0045972943482187455,0.07979616330945365,0.07012280092464486,0.19119899228473797,0.3667529838243936,1.7243151351209463e-15
0.75,92.0,0.025611703039808583,0.022110532922038104,0.005385676046415598,0.017000308180655906,0.004566595901226904,0.059777692071036635,0.006353282135896743,0.10628182380053816,0.07012280092464486,0.19119899228473797,0.3667529838243936,1.7243151351209463e-15
1.0,92.0,0.02740692838861378,0.024045155452800053,0.007180901395220797,0.01832199100589772,0.006143380025557603,0.0634852697249418,0.00815856976158191,0.12851122468140996,0.07012280092464486,0.19119899228473797,0.3667529838243936,1.7243151351209463e-15
