year,theta,y_1,y_n_real_obs,y_n_real_EH,term_prem,y_n_real_theta,spr_theta,r_n_real_theta,duration_theta,xb_theta
1964,0.75,0.02086494502318951,0.02008902121682453,0.015253960728016389,0.00483506048880814,0.018880256094622495,-0.0019846889285670133,-0.006381620811133609,9.198992010237742,-0.022753916042743065
1965,0.75,0.026996549065538743,0.02070332362161932,0.016768241023803022,0.003935082597816299,0.019719552972165245,-0.007276996093373497,0.011998867701431992,9.165538453460604,-0.008866077321757516
1966,0.75,0.032689068829857,0.02413036432601617,0.019472213407636996,0.004658150918379175,0.022965826596421376,-0.009723242233435622,-0.006788019137153101,9.037779861686195,-0.03378456820269184
1967,0.75,0.027922503621807832,0.022893820557165052,0.018773279467312404,0.004120541089852648,0.02186368528470189,-0.006058818337105941,0.031824595836492664,9.080865904575141,-0.0008644729933643333
1968,0.75,0.035357642421865204,0.032194796378223894,0.024025401506409323,0.008169394871814572,0.03015244766027025,-0.0052051947615949536,-0.045116691987153734,8.763948448274732,-0.07303919560896156
1969,0.75,0.046628171101126374,0.035988902591954,0.0288529035511145,0.007135999040839502,0.03420490283174413,-0.012423268269382247,-0.0013106053799972206,8.614823954809006,-0.036668247801862425
1970,0.75,0.050949717025228554,0.05146790715925091,0.037359467708226804,0.014108439451024107,0.047940797296494884,-0.0030089197287336694,-0.07039151537916838,8.136123211104344,-0.11701968648029476
1971,0.75,0.02111892219435997,0.03735961211350569,0.023630711624628757,0.013728900488876934,0.03392738699128646,0.012808464796926489,0.14794221984222153,8.624917637856727,0.09699250281699298
1972,0.75,0.019796834380966345,0.03602719902919935,0.022411862322943184,0.013615336706256163,0.032623364852635305,0.01282653047166896,0.0438704483964433,8.672578890288632,0.02275152620208333
1973,0.75,0.050418826218555514,0.04074322668018523,0.032608357415573865,0.008134869264611364,0.03870950936403239,-0.011709316854523123,-0.014073059048755998,8.45337298663161,-0.03386989342972234
