year,cape,spr,y_1,xr,xb
1920,-1.790035946672557,0.022234102792308415,-0.006524094738060621,0.11968339479940221,-0.04008896580593996
1921,-1.6335809392762046,-0.061914836599349016,0.08902727604784712,-0.22442041081507264,-0.1944120936984474
1922,-1.8384978935652554,-0.07774293780763422,0.10275630225882547,0.0221403538095543,-0.022032411650518793
1923,-2.0985331911771135,-0.019957298246765516,0.038084161254993254,0.21123960571912748,0.05310058960867249
1924,-2.088432185204824,-0.012228863021309214,0.027380084810166634,0.004119347072351648,0.03657988492127057
1925,-2.2713646527787117,-0.013214805867039974,0.027368639353561236,0.19348684150492915,0.006721514723077797
1926,-2.4284214964784474,-0.00407658355214054,0.015402724328212037,0.1938316828056957,0.04051135563150554
1927,-2.579150399694241,-0.03546562612303317,0.04809988620698234,0.07156043545185017,-0.02893085040181641
1928,-2.934182804569831,-0.02732218827477336,0.03886752207156742,0.27429081661880694,-0.014776026667085954
1929,-3.2989135954526065,-0.03447710526155228,0.048447565052170405,0.3422672064538087,-0.07339958215743057
1930,-3.1050674729258394,-0.03724479662690415,0.050269881457040144,-0.14969903058772954,-0.01651498101239185
1931,-2.815736733377592,-0.04680929653588166,0.06256177699817776,-0.2970560791998768,-0.08906531363794629
1932,-2.2313475385736523,-0.06963554161418097,0.08983416505326433,-0.6205956713143197,-0.13128601309483956
1933,-2.166541537565079,-0.044111647631561245,0.05944289821868817,-0.13040832703695046,0.022844542572991317
1934,-2.56687978746908,0.032270146665156166,-0.027480913540291422,0.42380598172104117,0.1561866841514202
1935,-2.4419911431950623,0.018517065616863393,-0.014634668458287294,-0.09001298276830394,0.04950003002464043
1936,-2.8383389998802047,0.02911108800226382,-0.02739174897124062,0.43959232346078136,0.05961517004036848
1937,-3.0735606043631565,0.02716978117957867,-0.02483506622564931,0.2825691912723312,0.017418945467046847
1938,-2.6035383562260628,-0.0033593398519049227,0.008138741607146636,-0.40629905244008735,-0.019279268045356106
1939,-2.7472474787834007,0.005680640986752044,-0.0033498017146099367,0.13968898771934105,0.0431633473269876
1940,-2.7959682989448296,0.004402869992697744,-0.0031241735507826288,0.03132597572619654,0.025671354761064892
1941,-2.6321879513661073,0.004827524576944654,-0.005919573729218662,-0.09392701796072803,0.04944703628229108
1942,-2.3127023833670393,0.04595790989469113,-0.048342493043103923,-0.10801701554803904,0.029385670503581592
1943,-2.3175263366576364,0.040462067180821015,-0.04211923561773909,0.17454710862230233,0.03213703037629147
1944,-2.402648753810159,0.02404955344194684,-0.023489667316552058,0.20650718583253666,-0.0016619695031232784
1945,-2.481606496919498,0.018758241284802944,-0.018402528129261308,0.17021255276010616,0.027928839869156622
1946,-2.7487546320888896,0.021344653240745755,-0.022596085789639616,0.3207058313976317,0.04929400966907735
1947,-2.4396735809364274,0.06131118619745479,-0.06759736892578865,-0.12334466810048499,0.11700490665010566
1948,-2.343663949625155,0.03685158270375695,-0.03880962296954707,0.025472642305530036,-0.020923520590876224
1949,-2.327110448479578,0.00028716363883991326,0.0010906978901828925,0.09329853784677661,-0.026530551397688576
1950,-2.374508773438054,-0.008702632855913432,0.011555376984837324,0.16218636739604553,-0.027735605759280718
1951,-2.476182020608157,0.03044759955685506,-0.031006668894483804,0.27959134237478034,0.05612182300858667
1952,-2.5278910844022335,0.009371722857411061,-0.0065026526614994536,0.16714117652373406,-0.03468705158041163
1953,-2.5657777410259706,-0.007985305616802581,0.014195270305024613,0.10934394871475514,-0.054105272496487
