sample_start,sample_end,nobs,max_abs_eig,r2_rtb,r2_xr,r2_y_1_nom,r2_spr_nom,r2_cape,maturity_n,long_yield_source
1920,2011,92,0.9069298377216998,0.4362063270763128,0.16156665606149412,0.7975779652103392,0.4761598637377594,0.8208865881029628,10,aaa
