year,cape,spr,y_1,xr,xb
1920,-1.790035946672557,0.0340119817207259,-0.015026848942409143,0.11968339479940221,0.01458561127385272
1921,-1.6335809392762046,-0.04129045654415487,0.08272702809919971,-0.22442041081507264,-0.16805096726982685
1922,-1.8384978935652554,-0.05738735018751583,0.10050648959287177,0.0221403538095543,-0.05643356719695472
1923,-2.0985331911771135,-0.007713734010081262,0.03506920949400416,0.21123960571912748,0.08448562510538153
1924,-2.088432185204824,0.002696089476362625,0.023289657027454832,0.004119347072351648,0.004613826810867694
1925,-2.2713646527787117,0.00236111796370736,0.023190888018123197,0.19348684150492915,0.0065997541742447464
1926,-2.4284214964784474,0.01200184855048602,0.009493614603117026,0.1938316828056957,0.03887000341775495
1927,-2.579150399694241,-0.014702598640516245,0.04194314369865566,0.07156043545185017,-0.03970388859034134
1928,-2.934182804569831,-0.009012327728476668,0.03263782087943064,0.27429081661880694,0.01783286852415282
1929,-3.2989135954526065,-0.016394815505195802,0.041347826244286845,0.3422672064538087,-0.020959986021710328
1930,-3.1050674729258394,-0.017375935614113908,0.04560656230177644,-0.14969903058772954,-0.04589335904233921
1931,-2.815736733377592,-0.031310001944123395,0.06365593593823166,-0.2970560791998768,-0.054413701372125464
1932,-2.2313475385736523,-0.04689629207618909,0.0881948444032608,-0.6205956713143197,-0.11188356694079438
1933,-2.166541537565079,-0.02778161841464502,0.06058639170343254,-0.13040832703695046,0.02954771926836859
1934,-2.56687978746908,0.043922916678809425,-0.029942387175854495,0.42380598172104117,0.14163657565784826
1935,-2.4419911431950623,0.0283699835586192,-0.014373259325001927,-0.09001298276830394,0.043777164102848334
1936,-2.8383389998802047,0.03600726577465853,-0.027355026596271138,0.43959232346078136,0.07647034905568814
1937,-3.0735606043631565,0.03029165480054045,-0.02240360050807128,0.2825691912723312,0.04288492974792252
1938,-2.6035383562260628,0.004073562165016359,0.011408119058025998,-0.40629905244008735,-0.03805098757461821
1939,-2.7472474787834007,0.013771313659682219,-0.0018479437087551252,0.13968898771934105,0.03609836361405373
1940,-2.7959682989448296,0.012892297144191368,-0.001728016472303348,0.03132597572619654,0.020603117171033882
1941,-2.6321879513661073,0.01543700748421875,-0.005889756393232935,-0.09392701796072803,0.027445563372311216
1942,-2.3127023833670393,0.0481373295859307,-0.04657290957355195,-0.10801701554803904,0.08728248719168238
1943,-2.3175263366576364,0.043155303566044974,-0.040830435248034036,0.17454710862230233,0.04129329483524093
1944,-2.402648753810159,0.027064610373049303,-0.021186833092903232,0.20650718583253666,0.011179122906828824
1945,-2.481606496919498,0.02313921619278788,-0.016505156550751573,0.17021255276010616,0.020258069116037173
1946,-2.7487546320888896,0.026091650809526048,-0.021477042267996734,0.3207058313976317,0.04131427609735082
1947,-2.4396735809364274,0.06252858143670616,-0.06728397678789204,-0.12334466810048499,0.11042168584396284
1948,-2.343663949625155,0.04149224092178837,-0.03903706606026462,0.025472642305530036,-0.0023665504776804874
1949,-2.327110448479578,0.008392235485753645,0.0010692097813983868,0.09329853784677661,-0.021564192728866248
1950,-2.374508773438054,-0.001834781739711978,0.01315744290924174,0.16218636739604553,-0.008358707635645913
1951,-2.476182020608157,0.032955149617194715,-0.031065882820886775,0.27959134237478034,0.08306576761928443
1952,-2.5278910844022335,0.015493722434496423,-0.006849520993247527,0.16714117652373406,-0.027839262187273898
1953,-2.5657777410259706,-0.0020371981210542643,0.015300229935577569,0.10934394871475514,-0.026075750924973256
1954,-2.485127504975017,0.0032382330535995867,0.0101011094951016,0.00536830954954421,-0.0027239947286552095
1955,-2.7720123726178567,0.00892293123195161,0.0017661621374567577,0.36243494115127484,0.027090475667234985
1956,-2.906495807548065,0.0004260703709349292,0.012027123341705019,0.2359634454177444,-0.00695397185713262
1957,-2.8164728284191156,0.0006576975919525968,0.016171193130200417,0.03562904301764726,-0.03895520271468266
1958,-2.6238299472877906,0.004749120198918025,0.01152769174099767,-0.09587405158950779,0.005626406632088455
1959,-2.889278902224295,0.010330108433287266,0.006818458454034162,0.3093376027803918,-0.0030966743277335406
1960,-2.908990950698765,-0.0021313171730726957,0.02574757017368305,0.038750741579881655,-0.04787906658631307
1961,-2.916170370376293,0.005300940136812104,0.01599645437020459,0.02006249779428681,0.018738409269270243
1962,-3.0539036014461907,0.007747226894865643,0.013002900961058411,0.14714121188703141,0.010226339996645843
