year,cape,spr,y_1,xr,xb
1920,-1.790035946672557,0.0418561038423515,-0.015026848942409143,0.11968339479940221,-0.03145509258676929
1921,-1.6335809392762046,-0.0498626550911804,0.08272702809919971,-0.22442041081507264,-0.07281114021111056
1922,-1.8384978935652554,-0.07257995957943442,0.10050648959287177,0.0221403538095543,0.04395636180587695
1923,-2.0985331911771135,-0.011343215078076625,0.03506920949400416,0.21123960571912748,0.007230216773251932
1924,-2.088432185204824,-0.0018203393369562344,0.023289657027454832,0.004119347072351648,0.03153364270507325
1925,-2.2713646527787117,-0.0029503196334716188,0.023190888018123197,0.19348684150492915,0.021525897474137082
1926,-2.4284214964784474,0.009697262490068762,0.009493614603117026,0.1938316828056957,0.016993814904378395
1927,-2.579150399694241,-0.02227109039815022,0.04194314369865566,0.07156043545185017,0.0005549145509953363
1928,-2.934182804569831,-0.014188335812402714,0.03263782087943064,0.27429081661880694,0.0009577060379226537
1929,-3.2989135954526065,-0.021430253357485184,0.041347826244286845,0.3422672064538087,-0.042082004388103736
1930,-3.1050674729258394,-0.029125951281791643,0.04560656230177644,-0.14969903058772954,0.04387202211203517
1931,-2.815736733377592,-0.0484650236851612,0.06365593593823166,-0.2970560791998768,-0.004621674710419174
1932,-2.2313475385736523,-0.06718043752757497,0.0881948444032608,-0.6205956713143197,-0.1591114215148534
1933,-2.166541537565079,-0.043549091441858305,0.06058639170343254,-0.13040832703695046,0.008384588140545504
1934,-2.56687978746908,0.040800498736722916,-0.029942387175854495,0.42380598172104117,0.07385549387155212
1935,-2.4419911431950623,0.023712352641432177,-0.014373259325001927,-0.09001298276830394,0.0696618453810482
1936,-2.8383389998802047,0.035215705894570765,-0.027355026596271138,0.43959232346078136,0.05180221898591396
1937,-3.0735606043631565,0.028730394984083005,-0.02240360050807128,0.2825691912723312,0.06435951751804095
1938,-2.6035383562260628,-0.003075880892282872,0.011408119058025998,-0.40629905244008735,-0.009373035120813607
1939,-2.7472474787834007,0.009751930003100312,-0.0018479437087551252,0.13968898771934105,0.0050609046642779675
1940,-2.7959682989448296,0.008853445040876325,-0.001728016472303348,0.03132597572619654,0.0245445267927723
1941,-2.6321879513661073,0.012889160680302394,-0.005889756393232935,-0.09392701796072803,0.011247906389443188
1942,-2.3127023833670393,0.05298642807204103,-0.04657290957355195,-0.10801701554803904,0.024020990663329682
1943,-2.3175263366576364,0.04852668920075735,-0.040830435248034036,0.17454710862230233,0.028614454441590415
1944,-2.402648753810159,0.029662300189502923,-0.021186833092903232,0.20650718583253666,0.03372163946710624
1945,-2.481606496919498,0.024762115813805385,-0.016505156550751573,0.17021255276010616,0.03381394902687465
1946,-2.7487546320888896,0.028468342131028678,-0.021477042267996734,0.3207058313976317,0.048809644414220865
1947,-2.4396735809364274,0.07210371332032513,-0.06728397678789204,-0.12334466810048499,0.0697280454124069
1948,-2.343663949625155,0.04744705513180757,-0.03903706606026462,0.025472642305530036,0.003888915077237917
1949,-2.327110448479578,0.010115457152825637,0.0010692097813983868,0.09329853784677661,-0.005271824259132932
1950,-2.374508773438054,-0.0019253190541643067,0.01315744290924174,0.16218636739604553,0.009213775656610875
1951,-2.476182020608157,0.04114122538988081,-0.031065882820886775,0.27959134237478034,0.02005352538142015
1952,-2.5278910844022335,0.01864203136175788,-0.006849520993247527,0.16714117652373406,0.008515037199070884
1953,-2.5657777410259706,-0.0022232078963667253,0.015300229935577569,0.10934394871475514,-0.005763690381551428
1954,-2.485127504975017,0.001466559677947359,0.0101011094951016,0.00536830954954421,0.0264544965607091
1955,-2.7720123726178567,0.008961685972148347,0.0017661621374567577,0.36243494115127484,0.017423159883380605
1956,-2.906495807548065,0.000851783456751562,0.012027123341705019,0.2359634454177444,-0.03190842911602973
1957,-2.8164728284191156,-0.001217418654586848,0.016171193130200417,0.03562904301764726,-0.03857070240923121
1958,-2.6238299472877906,0.001187644338540763,0.01152769174099767,-0.09587405158950779,0.0413129108708407
1959,-2.889278902224295,0.00848210413554091,0.006818458454034162,0.3093376027803918,-0.04793165935215539
1960,-2.908990950698765,-0.008720920358307887,0.02574757017368305,0.038750741579881655,-0.02431355315466082
1961,-2.916170370376293,-0.00232799115171157,0.01599645437020459,0.02006249779428681,0.05508462498245288
1962,-3.0539036014461907,0.001207723458946177,0.013002900961058411,0.14714121188703141,-0.01262905398043141
1963,-2.9579905142583103,-0.007812980137080535,0.02219637662814783,-0.05870412897846332,-0.0020749458912452112
1964,-3.0739525306642927,-0.0012211941539237332,0.01670181179105024,0.1591033929391133,-0.028660181912205596
1965,-3.147136402858789,-0.010601058396503604,0.026824804937697323,0.11011434311186985,-0.01534064333120078
1966,-3.1804876739970838,-0.013816844903743526,0.03210787353679119,0.06694969264830053,-0.04987941814172856
1967,-3.0171141495226452,-0.015867399770592663,0.035368476795044526,-0.11885435760933155,-0.036807764340423335
1968,-3.06858934455813,-0.004719659305102139,0.02661706878640807,0.09591506661525198,-0.06139771645082
1969,-3.053763798450418,-0.014700728143161049,0.040940061313027236,0.041694047651884295,-0.08721620938774699
1970,-2.8385251756860104,-0.020214798493364994,0.05095998700088955,-0.16536225633684248,-0.10031197955867016
1971,-2.8010421773716354,-0.005187473452952045,0.029018667475109398,-0.020269981152347447,0.1111510967286119
1972,-2.848565297295101,0.009029579480107517,0.011964350391051053,0.07476470688818582,0.04872054541602483
1973,-2.929193377923576,-0.0037923634331534922,0.03092831469539116,0.11957842719583023,-0.10766882695039533
1974,-2.6049627957123613,-0.02126776777178601,0.05601212300720558,-0.24828433711209213,-0.1483520389236096
1975,-2.1884075444458397,0.002229255788033884,0.02807082084712074,-0.33623735856732917,0.06317352563324798
1976,-2.4145781870300875,0.027618005489703105,-0.0009000404342764945,0.25991609728988896,0.07028937580286622
1977,-2.436937766119304,0.018260111750946086,0.00650738257374117,0.0578644803289018,0.0646769493737509
1978,-2.223700126480763,0.007360125674616341,0.023422118730605054,-0.13677593456352846,-0.0960201397792026
1979,-2.2254488237734904,0.002661493257894519,0.035595259009151954,0.07987753370477599,-0.13465552370006018
1980,-2.180523010593607,0.01615637446612154,0.02498574959270703,0.056885989892471525,-0.05216057078596526
1981,-2.22563974106966,-0.015481396817603438,0.0710548342518491,0.1227350411270944,-0.2580385796668032
1982,-1.9999463887988085,-0.034295826390392824,0.08960520722238975,-0.2310069458986974,-0.010464321374877614
1983,-2.1698286256527513,-0.019526480112801017,0.06086295236348524,0.118819248872679,0.2311894366545485
1984,-2.2920226875909178,-0.006399680443607704,0.04972187879710288,0.09734243605617517,-0.057255276066209254
1985,-2.3022851657934242,-0.005495021170361922,0.04351179324712835,-0.029454029352262948,0.09440341881423853
