year,P,D,R,RLONG,CPI,CAPE,pi,long_yield_pct,y_1_nom,y_10_nom_obs,spr_nom,cape,rtb,xr,long_yield_source,rtb_z,xr_z,y_1_nom_z,spr_nom_z,cape_z,y_1_real,y_10_real_EH,y_10_nom_EH,pi_10_VAR,term_prem_nom,y_10_real_obs_implied,spr_real_obs_implied,maturity_n,theta,y_10_real_theta,spr_theta,r_10_real_theta,duration_theta,xb_theta
1920,8.83,0.51,7.3,4.97,19.3,5.98966777113944,0.15674471500430492,5.75,0.07045846364856141,0.05590763193829599,-0.014550831710265423,-1.790035946672557,-0.10263538935727298,0.11968339479940221,aaa,-0.10263538935727298,0.11968339479940221,0.07045846364856141,-0.014550831710265423,-1.790035946672557,-0.015026848942409143,0.028455761024495783,0.062413656436509715,0.03395789541201393,-0.006506024498213726,0.021949736526282057,0.0369765854686912,20,0.75,0.023576242650835487,0.038603091593244626,-0.040679038890384545,20.0,-0.01312499760734739
1921,7.11,0.46,7.44,5.09,19.0,5.122184146887376,-0.015666116744399463,6.14,0.07176236622689078,0.059588791411657537,-0.012173574815233242,-1.6335809392762046,0.08612458039296088,-0.22442041081507264,aaa,0.08612458039296088,-0.22442041081507264,0.07176236622689078,-0.012173574815233242,-1.6335809392762046,0.08272702809919971,0.03177309899997205,0.055223695379468495,0.023450596379496445,0.004365096032189042,0.03613819503216109,-0.04658883306703862,20,0.75,0.03504692102411383,-0.04768010707508588,-0.19436664644145307,20.0,-0.17933979749904394
1922,7.3,0.51,4.58,4.3,16.9,6.287087290347126,-0.11712535723741281,5.34,0.044782142771893185,0.05202302806715191,0.007240885295258723,-1.8384978935652554,0.1888877234643036,0.0221403538095543,aaa,0.1888877234643036,0.0221403538095543,0.044782142771893185,0.007240885295258723,-1.8384978935652554,0.10050648959287177,0.02562712171094572,0.0428253948571854,0.01719827314623968,0.009197633209966506,0.03482475492091223,-0.06568173467195954,20,0.75,0.0325253466184206,-0.06798114297445117,0.0829568347322851,20.0,0.00022980663308538873
1923,8.9,0.53,4.96,4.36,16.8,8.15420048306915,-0.005934735519814466,5.04,0.048409139207687545,0.04917104400644938,0.0007619047987618352,-2.0985331911771135,0.05071687829170765,0.21123960571912748,aaa,0.05071687829170765,0.21123960571912748,0.048409139207687545,0.0007619047987618352,-2.0985331911771135,0.03506920949400416,0.023414808381240024,0.04792629986769934,0.024511491486459317,0.0012447441387500383,0.024659552519990063,-0.010409656974014098,20,0.75,0.02434836648530255,-0.01072084300870161,0.1878879691476636,20.0,0.08738147955479182
1924,8.83,0.55,4.34,4.06,17.3,8.072249446037373,0.02932761509451992,5.09,0.0424846116061553,0.04964693988941377,0.007162328283258475,-2.088432185204824,0.019081524113167624,0.004119347072351648,aaa,0.019081524113167624,0.004119347072351648,0.0424846116061553,0.007162328283258475,-2.088432185204824,0.023289657027454832,0.02046035485351832,0.04561108854149266,0.02515073368797434,0.0040358513479211156,0.024496206201439434,0.0012065491739846022,20,0.75,0.023487243364459155,0.00019758633700432335,0.0407097057813271,20.0,0.005640496287322938
1925,10.58,0.6,3.87,3.86,17.3,9.692618852254993,0.0,4.95,0.03796993125162867,0.048313860278550634,0.010343929026921966,-2.2713646527787117,0.0424846116061553,0.19348684150492915,aaa,0.0424846116061553,0.19348684150492915,0.03796993125162867,0.010343929026921966,-2.2713646527787117,0.023190888018123197,0.019072710436369922,0.04364242848542401,0.024569718049054088,0.004671431793126624,0.023744142229496546,0.0005532542113733489,20,0.75,0.02257628428121489,-0.000614603736908307,0.04079546594610017,20.0,0.01750580891864534
1926,12.65,0.69,4.28,3.68,17.9,11.340966188506227,0.034094211342975925,4.82,0.04190940307720962,0.04707440738592883,0.005165004308719211,-2.4284214964784474,0.003875719908652743,0.1938316828056957,aaa,0.003875719908652743,0.1938316828056957,0.04190940307720962,0.005165004308719211,-2.4284214964784474,0.009493614603117026,0.01863064136068091,0.04483346445590931,0.026202823095228398,0.0022409429300195224,0.02087158429070043,0.011377969687583405,20,0.75,0.020311348558195552,0.010817733955078526,0.0656100630185823,20.0,0.0424191750004591
1927,13.4,0.77,4.26,3.34,17.5,13.185930628677793,-0.02259983191724092,4.66,0.0417175933518685,0.04554681495597039,0.003829221604101894,-2.579150399694241,0.06450923499445053,0.07156043545185017,aaa,0.06450923499445053,0.07156043545185017,0.0417175933518685,0.003829221604101894,-2.579150399694241,0.04194314369865566,0.018367177216687642,0.0403273106206992,0.021960133404011557,0.0052195043352711926,0.023586681551958835,-0.01835646214669683,20,0.75,0.022281805468141035,-0.01966133823051463,-0.017127332730768607,20.0,-0.026620947333885633
1928,17.53,0.85,4.64,3.33,17.3,18.806128571700775,-0.011494379425735021,4.46,0.0453557017207972,0.04363403702006131,-0.0017216647007358907,-2.934182804569831,0.05321197277760352,0.27429081661880694,aaa,0.05321197277760352,0.27429081661880694,0.0453557017207972,-0.0017216647007358907,-2.934182804569831,0.03263782087943064,0.017749462098906467,0.04083394514757548,0.023084483048669016,0.0028000918724858243,0.02054955397139229,-0.012088266908038346,20,0.75,0.019849531003270835,-0.012788289876159802,0.06849502030067484,20.0,0.026551876602019173
1929,24.86,0.97,6.01,3.6,17.1,27.08319962083279,-0.011628037995119099,4.62,0.05836324329691494,0.04516455195437364,-0.0131986913425413,-3.2989135954526065,0.0569837397159163,0.3422672064538087,aaa,0.0569837397159163,0.3422672064538087,0.05836324329691494,-0.0131986913425413,-3.2989135954526065,0.041347826244286845,0.019415043253752907,0.043154433422178624,0.023739390168425717,0.0020101185321950155,0.021425161785947923,-0.019922664458338922,20,0.75,0.02092263215289917,-0.020425194091387676,-0.0005393908396675307,20.0,-0.03317721171909817
