year,rtb,xr,cape,y_1_nom,spr_nom,y_10_nom_obs,y_1_real,y_10_real_EH,y_10_nom_EH,pi_10_VAR,term_prem_nom,y_10_real_obs_implied,spr_real_obs_implied,long_yield_pct,maturity_n,long_yield_source
1920,-0.10263538935727298,0.11968339479940221,-1.790035946672557,0.07045846364856141,-0.014550831710265423,0.05590763193829599,-0.015026848942409143,0.028455761024495783,0.062413656436509715,0.03395789541201393,-0.006506024498213726,0.021949736526282057,0.0369765854686912,5.75,20,aaa
1921,0.08612458039296088,-0.22442041081507264,-1.6335809392762046,0.07176236622689078,-0.012173574815233242,0.059588791411657537,0.08272702809919971,0.03177309899997205,0.055223695379468495,0.023450596379496445,0.004365096032189042,0.03613819503216109,-0.04658883306703862,6.14,20,aaa
1922,0.1888877234643036,0.0221403538095543,-1.8384978935652554,0.044782142771893185,0.007240885295258723,0.05202302806715191,0.10050648959287177,0.02562712171094572,0.0428253948571854,0.01719827314623968,0.009197633209966506,0.03482475492091223,-0.06568173467195954,5.34,20,aaa
1923,0.05071687829170765,0.21123960571912748,-2.0985331911771135,0.048409139207687545,0.0007619047987618352,0.04917104400644938,0.03506920949400416,0.023414808381240024,0.04792629986769934,0.024511491486459317,0.0012447441387500383,0.024659552519990063,-0.010409656974014098,5.04,20,aaa
1924,0.019081524113167624,0.004119347072351648,-2.088432185204824,0.0424846116061553,0.007162328283258475,0.04964693988941377,0.023289657027454832,0.02046035485351832,0.04561108854149266,0.02515073368797434,0.0040358513479211156,0.024496206201439434,0.0012065491739846022,5.09,20,aaa
1925,0.0424846116061553,0.19348684150492915,-2.2713646527787117,0.03796993125162867,0.010343929026921966,0.048313860278550634,0.023190888018123197,0.019072710436369922,0.04364242848542401,0.024569718049054088,0.004671431793126624,0.023744142229496546,0.0005532542113733489,4.95,20,aaa
1926,0.003875719908652743,0.1938316828056957,-2.4284214964784474,0.04190940307720962,0.005165004308719211,0.04707440738592883,0.009493614603117026,0.01863064136068091,0.04483346445590931,0.026202823095228398,0.0022409429300195224,0.02087158429070043,0.011377969687583405,4.82,20,aaa
1927,0.06450923499445053,0.07156043545185017,-2.579150399694241,0.0417175933518685,0.003829221604101894,0.04554681495597039,0.04194314369865566,0.018367177216687642,0.0403273106206992,0.021960133404011557,0.0052195043352711926,0.023586681551958835,-0.01835646214669683,4.66,20,aaa
1928,0.05321197277760352,0.27429081661880694,-2.934182804569831,0.0453557017207972,-0.0017216647007358907,0.04363403702006131,0.03263782087943064,0.017749462098906467,0.04083394514757548,0.023084483048669016,0.0028000918724858243,0.02054955397139229,-0.012088266908038346,4.46,20,aaa
1929,0.0569837397159163,0.3422672064538087,-3.2989135954526065,0.05836324329691494,-0.0131986913425413,0.04516455195437364,0.041347826244286845,0.019415043253752907,0.043154433422178624,0.023739390168425717,0.0020101185321950155,0.021425161785947923,-0.019922664458338922,4.62,20,aaa
1930,0.05836324329691494,-0.14969903058772954,-3.1050674729258394,0.040661981718889635,0.004884833237080756,0.04554681495597039,0.04560656230177644,0.013818923997927019,0.034900066867739284,0.021081142869812265,0.010646748088231107,0.024465672086158127,-0.021140890215618314,4.66,20,aaa
1931,0.11342133600131807,-0.2970560791998768,-2.815736733377592,0.02400945246035187,0.019241589533963065,0.04325104199431493,0.06365593593823166,0.011413910522906877,0.028143035073660616,0.01672912455075374,0.015108006920654317,0.026521917443561194,-0.03713401849467046,4.42,20,aaa
1932,0.13006902442067608,-0.6205956713143197,-2.2313475385736523,0.033047854046200344,0.01764526026931778,0.05069311431551812,0.0881948444032608,0.016566389899981052,0.032901046412698996,0.016334656512717944,0.017792067902819127,0.03435845780280018,-0.05383638660046061,5.2,20,aaa
1933,0.13608007994443552,-0.13040832703695046,-2.166541537565079,0.014494446150452565,0.028948111692384166,0.04344255784283673,0.06058639170343254,0.013734928355443255,0.03023307021831282,0.016498141862869565,0.01320948762452391,0.026944415979967166,-0.033641975723465375,4.44,20,aaa
1934,-0.008495072074245998,0.42380598172104117,-2.56687978746908,0.01004933585300144,0.03253111168211695,0.04258044753511839,-0.029942387175854495,0.00918462484207211,0.03588650065993314,0.02670187581786103,0.00669394687518525,0.01587857171725736,0.04582095889311186,4.35,20,aaa
1935,-0.01980362729667969,-0.09001298276830394,-2.4419911431950623,0.007472014838700995,0.029534710790394672,0.03700672562909567,-0.014373259325001927,0.007728469020196642,0.03056422844416124,0.0228357594239646,0.006442497184934427,0.014170966205131068,0.028544225530132996,3.77,20,aaa
1936,-0.0071267845824518564,0.43959232346078136,-2.8383389998802047,0.007472014838700995,0.025672583753601028,0.033144598592302024,-0.027355026596271138,0.007403484297960119,0.03131581859094398,0.023912334292983863,0.0018287800013580408,0.009232264299318161,0.0365872908955893,3.37,20,aaa
1937,-0.014034190382262468,0.2825691912723312,-3.0735606043631565,0.008761505668572752,0.02176769936625012,0.03052920503482287,-0.02240360050807128,0.0058074977355649015,0.028452018073035573,0.02264452033747067,0.0020771869617872973,0.0078846846973522,0.03028828520542348,3.1,20,aaa
1938,0.0016943384454803992,-0.40629905244008735,-2.6035383562260628,0.008761505668572752,0.02244642145562041,0.031207927124193163,0.011408119058025998,0.006804452600141649,0.025096784861787257,0.01829233226164561,0.006111142262405906,0.012915594862547555,0.0015074758045215565,3.17,20,aaa
1939,0.022946140660529163,0.13968898771934105,-2.7472474787834007,0.005584378293900615,0.024071506613610044,0.029655884907510657,-0.0018479437087551252,0.007217912781569677,0.026911590856408617,0.01969367807483894,0.0027442940511020406,0.009962206832671718,0.011810150541426843,3.01,20,aaa
1940,0.012752867772513131,0.03132597572619654,-2.7959682989448296,0.005584378293900615,0.02280869620731727,0.028393074501217887,-0.001728016472303348,0.00645516202664968,0.0257120083335247,0.01925684630687502,0.0026810661676931885,0.009136228194342868,0.010864244666646216,2.88,20,aaa
1941,-0.008701578953575819,-0.09392701796072803,-2.6321879513661073,0.005286004429237356,0.021842662959015262,0.02712866738825262,-0.005889756393232935,0.00672487378601333,0.026030545384028103,0.019305671598014773,0.0010981220042245166,0.007822995790237847,0.013712752183470782,2.75,20,aaa
1942,-0.10219991054090237,-0.10801701554803904,-2.3127023833670393,0.006280237957150484,0.021626715295857392,0.027906953253007877,-0.04657290957355195,0.007342434503982922,0.031622617274983264,0.02428018277100034,-0.0037156640219753873,0.003626770482007535,0.050199680055559484,2.83,20,aaa
1943,-0.06737267161761493,0.17454710862230233,-2.3175263366576364,0.0068763039394321565,0.020641582097307088,0.027517886036739245,-0.040830435248034036,0.009056543734741086,0.03295904516481032,0.02390250143006923,-0.005441159128071072,0.003615384606670014,0.04444581985470405,2.79,20,aaa
1944,-0.02228028035202333,0.20650718583253666,-2.402648753810159,0.007174203748000358,0.019662450205559318,0.026836653953559678,-0.021186833092903232,0.009538243991764332,0.031087761534218238,0.021549517542453905,-0.00425110758065856,0.005287136411105772,0.026473969504009005,2.72,20,aaa
