theta,max_abs_state_eig,min_eig_Omega,cond_Omega,max_abs_resid_corr,r2_cape,r2_spr,r2_y_1,r2_xr,r2_xb,sigma_r_cond_xr,sigma_r_cond_xb,M_xb_cape,M_xb_spr,M_xb_y_1
0.0,0.9012913387296367,5.392453764729584e-08,1269099.1736271014,0.9657357988590509,0.8054568516198772,0.4469339898648572,0.6098267669932744,0.11854725082291429,0.011097375440022206,0.03589606417938814,0.003165638695146308,0.001697003908707817,-8.946744150127573,-8.95980395168699
0.25,0.9114135565328545,3.330001824420586e-08,2082768.1353575883,0.9660763289752894,0.8024517168952464,0.3921914788414548,0.5760925994652275,0.10885908933797894,0.0030598862217531275,0.038305051575717536,0.0024701534786025032,0.0012255186603464545,-8.957652676039038,-8.967837930404723
0.5,0.9300837839798235,1.7267595586769815e-08,4057485.801690338,0.9724324897607288,0.8004527351898617,0.3576332285458317,0.5416454949416769,0.10146147206399558,0.0018917754011676946,0.0401244007296594,0.0017743121664749362,0.0007901054111868415,-8.975214143834974,-8.981486299795899
0.75,0.9429064926330621,6.376467520076393e-09,11055598.682041403,0.9728706133772781,0.7995754393537563,0.3506986552203082,0.5159368610117292,0.0973741687417381,0.015191923149807551,0.04193081352691567,0.0010764384972864881,0.00044360131093596535,-8.992347815480246,-8.994749691573661
1.0,0.9396891249160315,7.832154332583725e-10,90337703.17982021,0.9668791435487804,0.7994178829831777,0.36406666132505194,0.49965070547742285,0.09571382213934732,0.04882207547232098,0.04338150665028378,0.00037656916730148863,0.00015561214663716868,-8.999793468663935,-9.00014234781211
