sample_start,sample_end,nobs,max_abs_eig,r2_rtb,r2_xr,r2_y_1_nom,r2_spr_nom,r2_cape,maturity_n,long_yield_source
1920,2011,92,0.8917616129819507,0.45094016934520564,0.1665276298592947,0.7975623825134589,0.44575947987297715,0.819359691210489,10,shiller
