year,cape,spr,y_1,xr,xb
1920,-1.790035946672557,0.015320476809251627,0.004832438712107395,0.11968339479940221,-0.021429764453170762
1921,-1.6335809392762046,-0.02047662957086601,0.048736530200716555,-0.22442041081507264,-0.050737941296695455
1922,-1.8384978935652554,-0.04674492630041869,0.07639096133654692,0.0221403538095543,-0.03133682778920277
1923,-2.0985331911771135,-0.020176717993118546,0.04460905868015739,0.21123960571912748,-0.006167538451065532
1924,-2.088432185204824,-0.0019314427786113891,0.02051446122964303,0.004119347072351648,0.026506169275657403
1925,-2.2713646527787117,-0.006940355879741903,0.02508481579960746,0.19348684150492915,0.0016695094310415007
1926,-2.4284214964784474,-0.001538055827234968,0.01578320288464878,0.1938316828056957,0.02514500196651813
1927,-2.579150399694241,-0.019357659688037616,0.03319620395239105,0.07156043545185017,0.0018720954523412658
1928,-2.934182804569831,-0.026868266078194435,0.04134794495677187,0.27429081661880694,-0.024745552077042723
1929,-3.2989135954526065,-0.0336178424467122,0.049994080271853356,0.3422672064538087,-0.04275629800203311
1930,-3.1050674729258394,-0.013241354954748732,0.025512326132067744,-0.14969903058772954,0.00045524537638103046
1931,-2.815736733377592,-0.01947025800762666,0.0367915906789361,-0.2970560791998768,-0.056011119451592636
1932,-2.2313475385736523,-0.03552498594057636,0.058144206859451604,-0.6205956713143197,-0.06323927102004799
1933,-2.166541537565079,-0.023994069260817624,0.04371198248749594,-0.13040832703695046,-0.012165693430730491
1934,-2.56687978746908,0.016300308593881794,-0.005789159099856583,0.42380598172104117,0.051184714201261874
1935,-2.4419911431950623,0.018087233716157704,-0.011253323943276947,-0.09001298276830394,0.04771260677023217
1936,-2.8383389998802047,0.02139471946596217,-0.016836498639662148,0.43959232346078136,0.03788350375609715
1937,-3.0735606043631565,0.01551613713969326,-0.00971172824719689,0.2825691912723312,0.01043099469583119
1938,-2.6035383562260628,0.018824255284061536,-0.015064263766582504,-0.40629905244008735,0.03339157673235419
1939,-2.7472474787834007,0.0017453391288408584,0.003639916825013417,0.13968898771934105,0.004468624174707895
1940,-2.7959682989448296,0.00943087900279815,-0.007300737158120591,0.03132597572619654,0.030265815464529604
1941,-2.6321879513661073,0.00949452122641047,-0.010363304419649241,-0.09392701796072803,0.03613566758148097
1942,-2.3127023833670393,0.04193240068012236,-0.04336977796443498,-0.10801701554803904,0.014634158652808647
1943,-2.3175263366576364,0.03877266868461589,-0.03959234941788579,0.17454710862230233,0.036332995407692865
1944,-2.402648753810159,0.019951453888667474,-0.01703438240889127,0.20650718583253666,0.005003707835207406
1945,-2.481606496919498,0.016491277470265853,-0.01424001540817395,0.17021255276010616,0.02585714083040384
1946,-2.7487546320888896,0.014468052191334034,-0.013944594758884276,0.3207058313976317,0.03186772201400707
1947,-2.4396735809364274,0.05949165451047167,-0.06754998240280023,-0.12334466810048499,0.09150230581549426
1948,-2.343663949625155,0.03136478095488669,-0.03236359019581071,0.025472642305530036,-0.006670560660412481
1949,-2.327110448479578,0.009892651842858157,-0.008656086831278983,0.09329853784677661,0.011145622085801752
1950,-2.374508773438054,-0.003833803807301705,0.008370698909247958,0.16218636739604553,-0.01962738772493378
1951,-2.476182020608157,0.0162751160472926,-0.014287985434121922,0.27959134237478034,0.018600915092573996
1952,-2.5278910844022335,0.014914374401396771,-0.011896001937892756,0.16714117652373406,0.0070855763988022236
1953,-2.5657777410259706,-0.001967234513020992,0.009667610127166767,0.10934394871475514,-0.026593747867073494
1954,-2.485127504975017,0.002237932514718391,0.0020565240556011423,0.00536830954954421,0.027534089883526545
1955,-2.7720123726178567,-0.0014414704000380498,0.007951308299700444,0.36243494115127484,-0.01727813916137683
1956,-2.906495807548065,-0.008637692119861116,0.017258603202984946,0.2359634454177444,-0.019835259885076124
1957,-2.8164728284191156,-0.001146997012991903,0.01356513894971837,0.03562904301764726,-0.041379075395724205
1958,-2.6238299472877906,0.007788141484630667,0.0011006947568202655,-0.09587405158950779,0.028719848288416373
1959,-2.889278902224295,0.0015212176805608386,0.017054502555032974,0.3093376027803918,-0.07562589165146202
1960,-2.908990950698765,0.0029390725484903443,0.022362588566918456,0.038750741579881655,-0.05370665246625157
1961,-2.916170370376293,0.0065426338024163755,0.01055122863674757,0.02006249779428681,0.06817002016009925
1962,-3.0539036014461907,0.001980600651847318,0.017855158333728947,0.14714121188703141,-0.016134994980194915
1963,-2.9579905142583103,0.0006423076670547256,0.016372295231609456,-0.05870412897846332,0.025003830859755934
1964,-3.0739525306642927,-0.0007759238063649795,0.02086494502318951,0.1591033929391133,-0.024795386075662694
1965,-3.147136402858789,-0.006293225443919422,0.026996549065538743,0.11011434311186985,-0.005783021144574692
1966,-3.1804876739970838,-0.008558704503840827,0.032689068829857,0.06694969264830053,-0.034143238079090775
1967,-3.0171141495226452,-0.00502868306464278,0.027922503621807832,-0.11885435760933155,0.0013244634521641444
1968,-3.06858934455813,-0.0031628460436413097,0.035357642421865204,0.09591506661525198,-0.07981397703384731
1969,-3.053763798450418,-0.010639268509172371,0.046628171101126374,0.041694047651884295,-0.03233317421946899
1970,-2.8385251756860104,0.0005181901340223574,0.050949717025228554,-0.16536225633684248,-0.1275111317116685
1971,-2.8010421773716354,0.01624068991914572,0.02111892219435997,-0.020269981152347447,0.09955205455897959
1972,-2.848565297295101,0.016230364648233003,0.019796834380966345,0.07476470688818582,0.02623550237033255
1973,-2.929193377923576,-0.009675599538370286,0.050418826218555514,0.11957842719583023,-0.019370791995930104
1974,-2.6049627957123613,-0.016789913857969435,0.0593258733667814,-0.24828433711209213,-0.022909433438037287
1975,-2.1884075444458397,0.0333731581051212,0.011831724608582922,-0.33623735856732917,-0.036325611958644574
1976,-2.4145781870300875,0.034059480105160314,0.016504021669320634,0.25991609728988896,-0.005360486260594349
