date,rtb,xr,xb,y_nom,dp,spr,xtips,y_real
1983-12-31,0.01258911610054604,-0.024788244503182434,-0.02233392145177685,0.029110999999999998,-3.1436171420780434,0.006610999999999998,,
1984-03-31,0.0078154483170789,-0.05294488206002416,-0.05177328454671518,0.03060925,-3.08749095292317,0.006809250000000002,,
1984-06-30,0.016055527604522238,-0.04277615193354101,-0.11176140752646564,0.033660999999999996,-3.041848028901951,0.008986000000000001,,
1984-09-30,0.015077997358990515,0.06541660371665067,0.14282045359784745,0.030218250000000002,-3.113816378006868,0.004293250000000004,,
1984-12-31,0.018313164960369922,-0.019547069723668795,0.06464819766044425,0.028693499999999997,-3.0840155283936244,0.008543499999999997,,
1985-03-31,0.007903026390026708,0.07913764384488564,-0.0026432038628138033,0.02900725,-3.1536059658721958,0.007707250000000001,,
1985-06-30,0.014767078958376905,0.036037233131958266,0.1317065684034625,0.025857250000000002,-3.194816086905828,0.00848225,,
1985-09-30,0.011809122922555045,-0.03368143710353057,0.0003804616684012496,0.026126749999999997,-3.1562402538767156,0.008376749999999999,,
1985-12-31,0.004882175388607015,0.11461616375635611,0.13449810431601733,0.022952499999999997,-3.2673042599687583,0.005202499999999999,,
1986-03-31,0.0214096564175304,0.1061103248743488,0.16892829881988886,0.01877275,-3.3660912178979405,0.002372750000000001,,
1986-06-30,0.013654002851144154,0.04276344600247198,-0.018987937622295697,0.0193435,-3.410617889586051,0.0038185000000000003,,
1986-09-30,0.010055524195464745,-0.03690362817369608,-0.011162153376600304,0.0197845,-3.365744369415718,0.006759500000000001,,
1986-12-31,0.005778591479232747,0.04228545346621934,0.04346350345769152,0.018907,-3.4020022106794423,0.005082,,
1987-03-31,0.0012687812245875361,0.15442494658471254,-0.002537598317138314,0.019157999999999998,-3.557401450301256,0.005183,,
1987-06-30,0.002455156167138676,0.022312204776364586,-0.07491310552688639,0.0212505,-3.566021945351171,0.007075499999999999,,
1987-09-30,0.0036578127861323223,0.04576283296977993,-0.10274913687342341,0.024104749999999998,-3.6055354988489468,0.008104749999999999,,
1987-12-31,0.008184067897047984,-0.2825056535712224,0.07732794273541911,0.0223693917991775,-3.3089094935425667,0.007944391799177502,,
1988-03-31,0.0066696832325217744,0.09002994851783984,0.028281176255023265,0.021907316023185,-3.390714320479004,0.007657316023184999,,
1988-06-30,0.001456648540090458,0.013065013106705525,-0.0033625642696879666,0.022237342975557503,-3.3785521481054945,0.006087342975557502,,
1988-09-30,0.0035182530940994373,-0.01990552371641332,0.009813253412048747,0.022176088619665003,-3.34391459744707,0.004076088619665002,,
1988-12-31,0.008108243268079603,0.0260484770543691,-0.009492291429520901,0.022516010067507503,-3.3449435359526336,0.0023410100675075006,,
1989-03-31,0.007824081365990875,0.0427943787366329,-0.005182561438793868,0.02268476918051,-3.375563600370711,0.0006347691805099976,,
1989-06-30,0.006621354526933557,0.08758217919694004,0.0974536359202204,0.02020566225447,-3.440900138690763,-0.0001693377455300027,,
1989-09-30,0.014750236275234214,0.05611303439432906,-0.01683158044425267,0.02062820797843,-3.4771454031074214,0.0012532079784299999,,
1989-12-31,0.0074274265788817975,-0.004553672765735628,0.034639025127172124,0.0197768473197425,-3.450590136991732,0.0007018473197425013,,
1990-03-31,0.0010282175529264977,-0.04261814235120727,-0.06302326856276079,0.0214100052843825,-3.397834844204903,0.0016600052843824997,,
1990-06-30,0.009691888126964998,0.0520599752465326,0.01921381832099749,0.020963233914905,-3.431022597479047,0.0016382339149049986,,
1990-09-30,-0.0004927217497229103,-0.14535096164305233,-0.04362295563106696,0.022161879948005,-3.2832347018064754,0.003761879948004998,,
1990-12-31,0.005651420888695528,0.03697863906630797,0.06837413448854399,0.0205481631042425,-3.3029189188652732,0.0036981631042425,,
1991-03-31,0.012389026059374513,0.11161557606996529,0.009389193708971098,0.02043689656841,-3.425614701752509,0.005661896568409998,,
1991-06-30,0.005912312742154676,0.010727014730770338,-0.018747622467218967,0.021100237798117497,-3.438331927455988,0.0071752377981174975,,
1991-09-30,0.006598959907927119,0.01581996156244668,0.08018810663921591,0.01928220967587,-3.4509694326834257,0.0062322096758699996,,
1991-12-31,0.00432901449455558,0.0018454354793397314,0.06661041738941642,0.0178129845783875,-3.4608829577629625,0.0076379845783875,,
1992-03-31,0.0036838124041723187,0.04103644792854906,-0.052850142184615326,0.019398980174595,-3.498473357263668,0.009298980174595,,
1992-06-30,0.002936645586435956,0.00035496972650757037,0.030472517995149162,0.018946553452597503,-3.500704762134962,0.0097965534525975,,
1992-09-30,0.0020375944841930192,0.02225171755527039,0.07114049397961685,0.0175113229778475,-3.5189326264513645,0.0102363229778475,,
1992-12-31,-0.0011936462370385603,0.04444750519535039,0.0040686196091351025,0.01773682343695,-3.5599265185664346,0.00968682343695,,
1993-03-31,0.001047170261680501,0.02685769724204495,0.06838062323071936,0.016327512117915,-3.585475712183742,0.008952512117915,,
1993-06-30,0.0004208690543009196,-0.003641532303428943,0.05542924845958832,0.015227257449685,-3.577599786346831,0.007552257449685002,,
1993-09-30,0.0028357233592507672,0.023868080750353335,0.050841435823246836,0.014197911297654998,-3.6022455835536586,0.006822911297654999,,
1993-12-31,-0.0015505656055043058,0.017999356534135265,-0.028641184091571438,0.015183033193962501,-3.61197008095937,0.0075330331939625,,
1994-03-31,0.0021966804186869526,-0.009617996902422614,-0.07882497083750313,0.017448929131895,-3.5970859004053133,0.008698929131895,,
1994-06-30,0.0033262578906376426,-0.021212055904204316,-0.041792429697411336,0.018792556334952498,-3.5673584244997847,0.0084425563349525,,
1994-09-30,0.0009286651716093851,0.022965312703191597,-0.0070691452264262395,0.019240236899545002,-3.58746710254108,0.007690236899545,,
1994-12-31,0.006205965905728489,-0.02663251043598841,-0.0033588660166834986,0.019529,-3.5427733984500698,0.005529000000000002,,
1995-03-31,0.006698274893983665,0.06896560595503361,0.05957113212484845,0.018173292482205,-3.6228718716448127,0.003848292482204998,,
1995-06-30,0.006419820492886533,0.08223955395890209,0.0992866928448313,0.015774023255855002,-3.6980995427129386,0.0020990232558550015,,
1995-09-30,0.009092340588907984,0.06284084949759497,0.009722898203204704,0.0156193450558875,-3.7523070399082274,0.0024193450558874985,,
1995-12-31,0.007988261818804387,0.05580872688208983,0.05886451764095878,0.014208705290454999,-3.796979144464218,0.001358705290455,,
1996-03-31,0.002507309225544716,0.04028472810284298,-0.0751690784049118,0.01622101901869,-3.82627968291827,0.0038210190186899994,,
1996-06-30,0.0047125822573138455,0.026855447898165276,-0.019861139095678694,0.016867832378045,-3.846876965053253,0.004142832378045001,,
1996-09-30,0.00636365539298242,0.0016350754934140142,0.004702418275398509,0.016885841122239998,-3.8294122008319045,0.0041608411222399996,,
1996-12-31,0.0038865586252515,0.09265021466296178,0.0363651318153526,0.0160929376709825,-3.9096712489267937,0.0038179376709824987,,
1997-03-31,0.00788490201156682,0.05183065389430913,-0.04570421439891711,0.0173937026600825,-3.962721169241365,0.0045437026600825,,
1997-06-30,0.010349998697915572,0.09330816504709134,0.04328193425207186,0.0164333183950275,-4.05703670616544,0.004108318395027502,,
1997-09-30,0.0061022045617309135,0.059410215235756306,0.039893194257082515,0.0155409308949575,-4.112892933844087,0.0031659308949575004,,
1997-12-31,0.008659825448136402,0.021472537412602806,0.04651794276397994,0.01444937055376,-4.128558968179584,0.0015493705537599988,,
1998-03-31,0.011664669392007413,0.09897187431584412,0.004372715214235235,0.0144010836575075,-4.231945083712101,0.0018260836575075,,
1998-06-30,0.0076488816639439985,0.019886824127324176,0.02375708076784766,0.0138532551783125,-4.241204961703558,0.001403255178312499,,
1998-09-30,0.008159463231131876,-0.0905955907645622,0.08654626568586578,0.011727461889935,-4.146884497651842,0.00020246188993499947,,
1998-12-31,0.006035507715228486,0.1493133578583963,-0.028308557094150692,0.0125035651278725,-4.296739359791278,0.001528565127872501,,
1999-03-31,0.008544865146708108,0.06217548254591005,-0.05576096553865155,0.014023310632955,-4.355585914486258,0.0029233106329549985,,0.0097477501630783
1999-06-30,0.003844829118828205,0.02340538178060091,-0.04292026436155438,0.015240963559937499,-4.386991492989765,0.0038159635599374986,,0.0099287497997284
1999-09-30,0.0006399943234374292,-0.011046513587009359,-0.011494122222515207,0.0156790671041625,-4.372190254659801,0.003979067104162502,,0.010177750587463374
1999-12-31,0.005758211871248956,0.0754073571533962,-0.036710643015781044,0.0167522252989625,-4.449696482359272,0.0037522252989624994,,0.010714000463485725
2000-03-31,5.102565919690161e-05,-0.004761501117480516,0.05533732893008904,0.015426784500695002,-4.454936843255744,0.001201784500695,,0.009920499920845025
2000-06-30,0.007231964509029397,0.002271873358867381,0.0010344253023748945,0.0154343643907675,-4.472124560731607,0.0012093643907675,,0.010051250457763674
2000-09-30,0.006127789767380699,-0.0066943583281023665,0.019945692527761835,0.014975112867830001,-4.497462371196676,-2.4887132169999494e-05,,0.009865000247955325
2000-12-31,0.009256158820747908,-0.10605758290889855,0.06445847214289337,0.013356880192037499,-4.404310303745093,-0.0010681198079624998,,0.009269999861717225
2001-03-31,0.005870627903341403,-0.13069809433341795,0.008348297187865695,0.01317336386537,-4.307503133783983,0.0021233638653700006,,0.00839775025844575
2001-06-30,0.0020052803415547982,0.0346427159389907,-0.03691936954132046,0.014227576806897499,-4.368802227762363,0.005502576806897499,,0.008844000101089475
2001-09-30,0.006476544864989735,-0.17510655674332493,0.07194854154445089,0.012614,-4.195222364449067,0.006014,,0.008220750093460075
2001-12-31,0.010538120420136778,0.09367020478270138,-0.03647208281945275,0.0137765,-4.286893535759061,0.009551500000000001,,0.008953750133514399
2002-03-31,-0.0019565313442147228,0.0013261430259389182,-0.018642638292793078,0.014561999999999999,-4.295237737701696,0.010086999999999999,,0.008570500016212474
2002-06-30,-0.0016685546484054388,-0.12986125176530697,0.07041271654224157,0.013105750000000001,-4.146592305384125,0.00885575,,0.00788500010967255
2002-09-30,-0.0024092920899769967,-0.15495570727349461,0.12425471092071025,0.01027525,-4.005962856657422,0.006200250000000001,,0.0057652497291565
2002-12-31,-0.001440733785302263,0.04200264187112514,-0.0022758305039118952,0.010621750000000001,-4.024529057149766,0.007646750000000001,,0.006016499996185301
2003-03-31,-0.00850994986689681,-0.06508503759592361,0.01577512217057398,0.0105395,-3.9550187146328124,0.0077145,,0.00554324984550475
2003-06-30,0.007184679929810462,0.15427143321184997,0.04941443250870688,0.00959575,-4.1125250241588525,0.00729575,,0.00511500000953675
2003-09-30,-0.008563767898986895,0.03586551867847713,-0.030772178978147078,0.010699499999999999,-4.118208631701671,0.0083495,,0.0052369999885559
2003-12-31,0.00019133753196189313,0.06702988287709251,-0.0139096802820912,0.011386,-4.129413408831011,0.009136,,0.005230000019073475
2004-03-31,-0.0063383512325541624,0.0329069221577576,0.05478415098768838,0.0103375,-4.1331489845208305,0.0079875,0.059519791756282664,0.0038565000891685503
2004-06-30,-0.007224541227419992,0.0069028639355694175,-0.06132099130771849,0.0122085,-4.109250830862398,0.0090335,-0.05418605226205265,0.00533150017261505
2004-09-30,-0.0015781116683636718,-0.008602365555898817,0.06311159368656204,0.01091925,-4.06616772042998,0.006794250000000001,0.03421756133813668,0.00456975013017655
2004-12-31,-0.00583576387577131,0.07832073170583753,0.006198948084715206,0.0110175,-4.122085486613922,0.0055425000000000006,0.015560047820677481,0.004241999983787525
2005-03-31,-0.0018015393828699038,-0.013255822928942167,-0.011502352637183404,0.01150775,-4.078651127676054,0.00465775,-0.009408695100416219,0.004492000043392175
2005-06-30,0.0037476190215186486,0.0005717015164966857,0.06447965233992078,0.01001725,-4.050766543699864,0.002592249999999999,0.00965702209058319,0.0042120000720024
2005-09-30,-0.018563723809523654,0.020538134513451156,-0.036151815497660264,0.0110365,-4.044790249621594,0.0024865000000000004,-0.013808439987258128,0.00450875014066695
2005-12-31,0.012077340517968523,0.03155758651237827,0.0008168493198187372,0.011105499999999999,-4.0395157248632945,0.001380499999999999,-0.03050894527595352,0.005192750096321101
2006-03-31,0.001680713282735783,0.012373514811838876,-0.043945373398913204,0.012293,-4.039409569496171,0.0010180000000000011,-0.02974482197297575,0.00584450006484985
2006-06-30,0.0008141325022608531,-0.043544235967527545,-0.022754110045811148,0.01292675,-3.9789876553658043,0.0009517500000000001,-0.02486202381349533,0.0063550001382827745
2006-09-30,0.00703183620248049,0.04784103623734954,0.050029748509210284,0.011691499999999999,-4.001461586517065,-0.0003334999999999999,0.02020363935398907,0.005695499777793875
2006-12-31,0.010546803130689255,0.07153067679672738,-0.006009180339289702,0.011861,-4.041823572572078,-0.0002639999999999998,-0.019925288235146353,0.00604674994945525
2007-03-31,0.0014095973170279753,-0.021133686038106,0.0035682681399071253,0.011795,-4.010893301492224,-0.000555000000000001,0.013078335728740868,0.0055767500400543246
2007-06-30,0.002915281681618951,0.06036974417821503,-0.03381054250116225,0.012674749999999999,-4.05802220495794,0.0011497499999999982,-0.045694556565107985,0.006582000255584725
2007-09-30,0.005209154087762478,-0.012731161243659965,0.03790100608113684,0.0117825,-4.016202690747993,0.0020575,0.027765332985383064,0.005755749940872201
2007-12-31,-0.004075481886921696,-0.010743384941671654,0.04642522024140498,0.01071475,-3.9767553411758887,0.0032147499999999997,0.044254749278742386,0.004570249915122975
2008-03-31,-0.001928325897372813,-0.12556205366397763,0.05352447989481863,0.009559,-3.8402043379697277,0.006409000000000001,0.056611640584767815,0.00313475012779235
2008-06-30,-0.015485477830797512,0.014523262069211274,-0.032523157342622414,0.010637999773025526,-3.8441117998119356,0.0059879997730255255,-0.028991653517999524,0.003956499993801125
2008-09-30,-0.001831207084882767,-0.08952777329500847,0.011428003240147075,0.01059849977493285,-3.7419930145550753,0.00777349977493285,-0.07511384671500972,0.00590924978256225
2008-12-31,0.03759231554645818,-0.31681458252592537,0.1445578157053817,0.007197750210762025,-3.43110835858598,0.007122750210762026,-0.007696872601530241,0.006166999936103825
2009-03-31,-0.005100846022439297,-0.14569663885935036,-0.014740454176266913,0.00788675010204315,-3.324114542940257,0.007361750102043149,0.08280279243177648,0.00426250010728835
2009-06-30,-0.010217347940285905,0.2050869592676309,-0.07263873509032742,0.010046000480651851,-3.5888021657113,0.00959600048065185,-0.018373851449528886,0.004869000017642975
2009-09-30,-0.004523875402559361,0.1297306751892576,0.043251547099070094,0.009287499785423276,-3.7774629907075936,0.008987499785423275,0.033457397553753855,0.0041727501153946
2009-12-31,-0.006560472698314557,0.07302751663249261,-0.0319579893449368,0.01045600056648255,-3.9029502902501174,0.010331000566482552,0.012837088768926303,0.00401024997234345
2010-03-31,9.739475500162078e-05,0.03390276671624444,0.021142853794843472,0.010296499729156501,-3.9628116062692857,0.009921499729156501,-0.0007461582636853341,0.004211750030517575
2010-06-30,0.0010837759644277164,-0.05924499777919977,0.10013204160279633,0.00810000002384185,-3.8949636174526217,0.00780000002384185,0.05095991782052765,0.003079749941825875
2010-09-30,-0.004641751699254903,0.042655789452545174,0.06218059472548817,0.006834750175476075,-3.9161130637290222,0.006459750175476076,0.043752251748375985,0.00210899993777275
2010-12-31,-0.009639966999878437,0.1121102744618438,-0.0676364916788854,0.0088620001077652,-4.000414131109175,0.0085120001077652,-0.02130746040958395,0.002789750099182125
2011-03-31,-0.01125732551788797,0.04579859331924267,-0.0016669628291437308,0.0092442500591278,-4.01955018625537,0.0089942500591278,0.011002802603079457,0.002664999961853025
2011-06-30,-0.007609779840175251,-0.011149277694109653,0.040818964161431465,0.008575500249862675,-3.9681734248790335,0.008475500249862676,0.028705414848585326,0.002103749960660935
2011-09-30,-0.007835301263457765,-0.08446418961702959,0.1463404944736532,0.00515150010585785,-3.842019751896801,0.005126500105857851,0.06357717605088171,0.0006077500060200701
2011-12-31,-0.0027338047994387026,0.07088407879157184,0.016961950046631615,0.004960750043392175,-3.851040771435463,0.0049357500433921744,0.030521053874752485,-7.47499987483025e-05
2012-03-31,-0.006921939325528335,0.10655962177611736,-0.025302159001282718,0.00586475014686585,-3.9277955851376474,0.00566475014686585,0.009000593925863403,-0.00020649999380111702
2012-06-30,0.001437615801782172,-0.045123174273393026,0.07211916595821685,0.004268249869346625,-3.844451641280537,0.004043249869346625,0.03484511233998133,-0.0010287500172853476
2012-09-30,-0.010616405837082763,0.09419335568703764,0.011715073422991471,0.004189999997615825,-3.8873341103029837,0.003914999997615825,0.034680286557081656,-0.0018514999747276301
2012-12-31,-0.0006163196446753937,-0.0008881691300856958,-0.004876652099740561,0.0045342499017715495,-3.8180041515035557,0.00435924990177155,-0.0058489767031201815,-0.0016612499952316276
2013-03-31,-0.004403187641483291,0.0824541296562597,-0.000942219210293435,0.00479750007390975,-3.877378042362511,0.00457250007390975,0.003352313759554507,-0.001679999977350235
2013-06-30,-0.0004764871384022338,0.04532088685709718,-0.06133340039541765,0.0065974998474121,-3.8847657905534927,0.006472499847412101,-0.12006236067122891,0.00142975002527237
2013-09-30,-0.00459185828469826,0.048292157964068085,-0.002636933697626645,0.006949999928474425,-3.892751283688296,0.006899999928474425,0.010363381816274789,0.0012845000624656675
2013-12-31,-0.004968557802433692,0.08363524238291002,-0.03068718062033344,0.00802425026893615,-3.944792545752812,0.00784925026893615,-0.02863127559278359,0.0021455000340938573
2014-03-31,-0.005386388065524528,0.026807894141381617,0.04515320666736015,0.007149999737739575,-3.940334946447356,0.007024999737739576,0.024185226696557337,0.0016525000333786
2014-06-30,-0.004958907928100272,0.0450533901343525,0.03200939273287466,0.0065864998102188,-3.9529554272379213,0.0064864998102188,0.0352448280699629,0.0008609999716281901
2014-09-30,-0.0009364266960772856,0.03048597935005887,0.010723351714939312,0.0065380001068115244,-3.9471132501723183,0.006488000106811525,-0.02924627568533929,0.0016807499527931224
2014-12-31,0.005221744733448607,0.04341797829885206,0.04420636573507724,0.0056080001592636,-3.9528953029428195,0.0055330001592636,0.012073687894163085,0.001435000002384185
2015-03-31,0.001243927007407362,0.010533203668358658,0.029123990535433013,0.005049999952316276,-3.9311912155737843,0.004974999952316275,0.03481997182175752,0.0006260000169277199
2015-06-30,-0.007023352768150201,0.010570984674346192,-0.035257747972864274,0.006139000058174126,-3.9178945696572836,0.006089000058174126,-0.026643996772512474,0.00137474998831749
2015-09-30,0.0007192553206205976,-0.0692369621731388,0.03958455162148882,0.0053404998779297,-3.8229745257620733,0.0052904998779297,-0.01708403910664171,0.0018860000371932976
2015-12-31,-0.001056765055880438,0.0671553453553659,-0.01651662354041617,0.005943750143051149,-3.857354338313154,0.005368750143051149,-0.006516413075926269,0.0021400000154972072
2016-03-31,-0.0007657842022394624,-0.016163213783855324,0.058092169069528125,0.00464549988508225,-3.830359035875558,0.00392049988508225,0.06124292444219053,0.00066200003027916
2016-06-30,-0.008231744148399112,0.03168786723751944,0.03714897005811599,0.003835999965667725,-3.8474017098347244,0.0031609999656677253,0.010237077344731456,0.00044599998742342003
2016-09-30,-0.003288461621641053,0.04157801441504155,-0.0063945166834295155,0.004123750030994426,-3.869464549656537,0.003398750030994425,0.005473096626258176,0.00034375000745057996
2016-12-31,-0.005314541893080191,0.05089187952048203,-0.08252010043512556,0.00636650025844575,-3.895088296730126,0.005091500258445749,-0.0476512745640596,0.0016032500565052025
2017-03-31,-0.003884005048081534,0.051197361158526127,0.014042348602493674,0.006174250245094301,-3.932434229167607,0.004324250245094301,0.014936588174862096,0.0012710000574588775
2017-06-30,0.0007394693104197261,0.027416732189426266,0.016810588940561078,0.005889250040054325,-3.942469633418231,0.0034392500400543245,-0.011883317057012874,0.001597999930381775
2017-09-30,-0.006812231980900839,0.027966314569639245,0.00400200027285972,0.0059095001220703,-3.9464414811186543,0.0033345001220703003,0.008624714418261785,0.001393499970436095
2017-12-31,-0.002968879527618354,0.07536743691048108,-0.002613966118450834,0.006079999804496775,-3.9973209458431627,0.0027799998044967748,0.006019564290340868,0.001230250000953675
2018-03-31,-0.0038253382595111194,0.01046986390830417,-0.026938771573196272,0.006854749917984,-3.990009446587858,0.002604749917984,-0.022479328751442356,0.0017712500691413873
2018-06-30,-0.001507164894390173,0.015383673017456193,-0.009037101278807882,0.007162749767303475,-3.9893072240187424,0.0024127497673034747,-0.005285815514754624,0.0018537500500679024
2018-09-30,0.00012360065124942914,0.05468589883988472,-0.014806874385725779,0.0076157498359680255,-4.015222226528663,0.0022907498359680256,-0.023192161992386728,0.00238425001502037
2018-12-31,0.0030079332794841203,-0.1156373345574465,0.03694328911180897,0.006747750043869025,-3.866270270109242,0.000822750043869025,-0.010858270030405046,0.002601999938488
2019-03-31,-3.110820348201787e-05,0.08147293044635304,0.029438862091560367,0.006035749912261975,-3.932553434794298,3.5749912261975325e-05,0.045162237505119135,0.0013807499408721923
2019-06-30,0.0023257333685917122,0.025169573688297385,0.03971284592391181,0.005046749711036675,-3.9423399572630107,-0.00037825028896332436,0.0165952988940078,0.0008619999885559075
2019-09-30,0.0006677677298977409,0.03306156406960995,0.03207245566286211,0.004234749972820275,-3.9534983202176956,-0.000490250027179725,0.007642275053891058,0.0005632499977946276
2019-12-31,-0.003817746007754811,0.0708816839401555,-0.025423693010252484,0.00490274995565415,-3.999041386797571,0.0010527499556541497,-0.0043469911793618185,0.0005925000086426726
2020-03-31,0.005994353703212083,-0.18595730319504888,0.11715109541618755,0.001964499950408935,-3.795887692370844,0.001239499950408935,0.02339263576578083,-8.37500020861625e-05
2020-06-30,0.00473961951926546,0.1590338265217762,0.012998479257606253,0.0017055000364780426,-3.951662824486192,0.0013055000364780426,0.0570326845315316,-0.001529249995946885
2020-09-30,-0.011030596819954904,0.08657195578602583,0.0024307165409957173,0.0017232500016689301,-4.046344937943382,0.00144825000166893,0.028970911152129287,-0.002275750041007995
2020-12-31,-0.007571152250541119,0.10442323848311874,-0.020133519998096306,0.00233275,-4.149580544517588,0.0021077500000000002,0.010725400305469297,-0.0025600001215934746
2021-03-31,-0.010841400606400226,0.054424404560326115,-0.08461968568429849,0.0046275,-4.217320598202741,0.0045525,-0.03846139067410964,-0.00156025007367134
2021-06-30,-0.02118360702458752,0.07975743869518721,0.03793375874593093,0.00382575,-4.29384880602807,0.00372575,0.02166004842695394,-0.00209075003862381
2021-09-30,-0.01185833290868489,0.05330111773954327,-0.0003848345380621897,0.0039775,-4.3178159398420295,0.0038775,-0.001404079658743601,-0.0020432500541210175
2021-12-31,-0.024903330444591292,0.06219929902542491,0.004978359671187998,0.00397675,-4.3489944493648585,0.00382675,0.02018478881123079,-0.002573750019073475
2022-03-31,-0.023874978836299417,-0.06598479109775585,-0.07132950176603413,0.0059099999999999995,-4.260722686317834,0.00481,-0.05838120261070732,-0.0011119999736547476
2022-06-30,-0.023901688445013773,-0.12132095073460117,-0.06622413010479235,0.00774625,-4.109266175626287,0.0040212500000000005,-0.11658558092888263,0.0018437500298023224
2022-09-30,-0.0009832308362229501,-0.009106612964699804,-0.07194257230851572,0.00969175,-4.076691282914325,0.0018667500000000004,-0.10329675371277915,0.004446499943733225
2022-12-31,-0.0005187287314894207,0.020800847482431436,0.0028261742416944274,0.009677,-4.068403530760394,-0.000948,0.007689896858510679,0.0041697499155998255
2023-03-31,0.000672416153282519,0.0009800051713594595,0.033429528260170864,0.00880425,-4.063567186699068,-0.002920750000000001,0.038878280805042374,0.0030292499065399246
2023-06-30,0.004485373440557709,0.07951292702390439,-0.03344435966020044,0.009580499999999999,-4.146972097896046,-0.003319500000000001,-0.04790898539327608,0.004028750061988825
2023-09-30,0.0022273864678632772,0.007458585653886466,-0.08300819041176369,0.0116425,-4.152790289751821,-0.0016575000000000006,-0.07420123686950034,0.005715749859809875
2023-12-31,0.008543628789795258,0.059472963170266416,0.07205138846343143,0.009771,-4.199307872723181,-0.003329000000000001,0.04131597526241796,0.0044777500629425
2024-03-31,0.0014943915919858764,0.08259913317877006,-0.029358811924601602,0.01045425,-4.290529111204878,-0.00264575,-0.017132086071903196,0.004713999927043925
2024-06-30,0.01086459038749171,0.03287337428883243,-0.016918431454774563,0.0108395,-4.32062416448825,-0.002260500000000001,-0.025665477992907054,0.005174250006675724
2024-09-30,0.007722272695766769,0.029343095238298953,0.05090404372389146,0.0095085,-4.338387270374644,-0.0022914999999999997,0.03436323763427693,0.0041177499294281
2024-12-31,0.002716159292398561,0.0664837127329362,-0.07810173728697259,0.011480999999999998,-4.386082189584928,0.0008060000000000001,-0.06686515530904996,0.005656250119209299
2025-03-31,0.0038314287674943237,-0.06974789685669722,0.034956429444503494,0.010642750000000001,-4.312764186790155,0.00014275000000000038,0.03748733489821903,0.004608249962329875
2025-06-30,0.005353549041460069,0.04849212632846867,-0.000799590726100077,0.01072625,-4.356153669552065,0.00015124999999999834,-0.013927066089251613,0.004871000051498425
2025-09-30,0.0018709430659569239,0.08215398843617511,0.010213808825325355,0.01052575,-4.429556675461467,0.0007257500000000006,0.008463401625326133,0.0045669999718666
2025-12-31,0.004306934006910577,0.04094237823662992,-0.0014081166934935795,0.010642,-4.4640087942293585,0.0016670000000000007,-0.018764250325597694,0.004966000020504
2026-03-31,0.007268031201217888,,0.01647151297139605,0.01032275,,0.001397750000000001,0.019613288557954283,0.004422250092029575
