date,rtb,xr,xb,y_nom,dp,spr,xtips,y_real
1911-03-31,,,,,-2.9871852129755325,,,
1911-06-30,,,,,-3.0240508937432358,,,
1911-09-30,,,,,-2.9148913750704835,,,
1911-12-31,,,,,-2.9643952955499,,,
1912-03-31,,,,,-2.97973193220755,,,
1912-06-30,,,,,-3.004118066930265,,,
1912-09-30,,,,,-3.027677287675896,,,
1912-12-31,,,,,-2.972548938098334,,,
1913-03-31,,,,,-2.9087208965643616,,,
1913-06-30,,,,,-2.828299329253787,,,
1913-09-30,,,,,-2.877558536583788,,,
1913-12-31,,,,,-2.8183982582710754,,,
1914-03-31,,,,,-2.884380128227898,,,
1914-06-30,,,,,-2.894068619777491,,,
1914-09-30,,,,,-2.8710287950530335,,,
1914-12-31,,,,,-2.8622008809294686,,,
1915-03-31,,,,,-2.885758899634266,,,
1915-06-30,,,,,-2.9400951932485953,,,
1915-09-30,,,,,-3.008515713179666,,,
1915-12-31,,,,,-3.0931543865614595,,,
1916-03-31,,,,,-2.9870460082980306,,,
1916-06-30,,,,,-2.9396428069029477,,,
1916-09-30,,,,,-2.9096683149204012,,,
1916-12-31,,,,,-2.8622008809294686,,,
1917-03-31,,,,,-2.7544934972618265,,,
1917-06-30,,,,,-2.6716628036498205,,,
1917-09-30,,,,,-2.513640669103804,,,
1917-12-31,,,,,-2.287986293572893,,,
1918-03-31,,,,,-2.4006463061702603,,,
1918-06-30,,,,,-2.470249491988027,,,
1918-09-30,,,,,-2.5310478057858554,,,
1918-12-31,,,,,-2.628981677626517,,,
1919-03-31,,,,,-2.6741486494265287,,,
1919-06-30,,,,,-2.818126851022836,,,
1919-09-30,,,,,-2.8145212110440636,,,
1919-12-31,,,,,-2.8231742190278877,,,
1920-03-31,,,,,-2.8042258071829638,,,
1920-06-30,,,,,-2.7233176732329984,,,
1920-09-30,,,,,-2.7266464407477127,,,
1920-12-31,,,,,-2.5917366734251868,,,
1921-03-31,,,,,-2.6267783743287416,,,
1921-06-30,,,,,-2.6030714376918143,,,
1921-09-30,,,,,-2.6383011859119345,,,
1921-12-31,,,,,-2.7657720632606835,,,
1922-03-31,,,,,-2.7961192196499756,,,
1922-06-30,,,,,-2.857772829413736,,,
1922-09-30,,,,,-2.9020288424383778,,,
1922-12-31,,,,,-2.8458209609107907,,,
1923-03-31,,,,,-2.9074844749637667,,,
1923-06-30,,,,,-2.7749896837773194,,,
1923-09-30,,,,,-2.7423749436432847,,,
1923-12-31,,,,,-2.7808095553846384,,,
1924-03-31,,,,,-2.7888115577466683,,,
1924-06-30,,,,,-2.7714306445191537,,,
1924-09-30,,,,,-2.831593035843227,,,
1924-12-31,,,,,-2.916295442905956,,,
1925-03-31,,,,,-2.916207950014698,,,
1925-06-30,,,,,-2.9329313723149606,,,
1925-09-30,,,,,-2.9750952556976142,,,
1925-12-31,,,,,-3.033349137125298,,,
1926-03-31,,,,,-2.942958280852545,,,
1926-06-30,,,,,-2.9325365197513653,,,
1926-09-30,,,,,-2.993482553819976,,,
1926-12-31,,,,,-2.9730123516104965,,,
1927-03-31,,,,,-2.972218543273516,,,
1927-06-30,,,,,-3.015400591535618,,,
1927-09-30,,,,,-3.1173597616756896,,,
1927-12-31,,,,,-3.1212773145458637,,,
1928-03-31,,,,,-3.1398874135495705,,,
1928-06-30,,,,,-3.1562120884328966,,,
1928-09-30,,,,,-3.2389146633382673,,,
1928-12-31,,,,,-3.304513710030018,,,
1929-03-31,,,,,-3.3637629509439133,,,
1929-06-30,,,,,-3.358159869982173,,,
1929-09-30,,,,,-3.505493501264195,,,
1929-12-31,,,,,-3.0938501295125143,,,
1930-03-31,,,,,-3.2034359036193627,,,
1930-06-30,,,,,-3.0943005432778734,,,
1930-09-30,,,,,-3.0567479727936977,,,
1930-12-31,,,,,-2.761687684505967,,,
1931-03-31,,,,,-2.9257891026512306,,,
1931-06-30,,,,,-2.735088749984566,,,
1931-09-30,,,,,-2.621461567724879,,,
1931-12-31,,,,,-2.331433247331704,,,
1932-03-31,,,,,-2.4125296803168084,,,
1932-06-30,,,,,-1.9778617488619155,,,
1932-09-30,,,,,-2.6561517629745586,,,
1932-12-31,,,,,-2.6130066524153164,,,
1933-03-31,,,,,-2.5529827208440157,,,
1933-06-30,,,,,-3.095866389389169,,,
1933-09-30,,,,,-3.14642328646134,,,
1933-12-31,,,,,-3.120561136043577,,,
1934-03-31,,,,,-3.1892899036148714,,,
1934-06-30,,,,,-3.1062480174843796,,,
1934-09-30,,,,,-2.9878802982713055,,,
1934-12-31,,,,,-3.0242117448758594,,,
1935-03-31,,,,,-2.927929170202628,,,
1935-06-30,,,,,-3.1354942159291497,,,
1935-09-30,,,,,-3.2728473477796305,,,
1935-12-31,,,,,-3.3230441407765396,,,
1936-03-31,,,,,-3.391820219849558,,,
1936-06-30,,,,,-3.2850039909414064,,,
1936-09-30,,,,,-3.270005171390805,,,
1936-12-31,,,,,-3.1652406090355694,,,
1937-03-31,,,,,-3.1830413718589847,,,
1937-06-30,,,,,-2.924185122261943,,,
1937-09-30,,,,,-2.926507464225341,,,
1937-12-31,,,,,-2.622855355038978,,,
1938-03-31,,,,,-2.581575657327368,,,
1938-06-30,,,,,-2.624472724960496,,,
1938-09-30,,,,,-2.879368684551834,,,
1938-12-31,,,,,-3.214158834990062,,,
1939-03-31,,,,,-3.170816163047715,,,
1939-06-30,,,,,-3.071119750242689,,,
1939-09-30,,,,,-3.1269171652973897,,,
1939-12-31,,,,,-2.9933099873473963,,,
1940-03-31,,,,,-2.959364629383116,,,
1940-06-30,,,,,-2.699811225557657,,,
1940-09-30,,,,,-2.764157758950982,,,
1940-12-31,,,,,-2.7547058927430093,,,
1941-03-31,,,,,-2.683235031982486,,,
1941-06-30,,,,,-2.6493560818158333,,,
1941-09-30,,,,,-2.682976563550094,,,
1941-12-31,,,,,-2.5126862138950763,,,
1942-03-31,,,,,-2.472755832005488,,,
1942-06-30,,,,,-2.535378900140417,,,
1942-09-30,,,,,-2.639057329615259,,,
1942-12-31,,,,,-2.7810275908856457,,,
1943-03-31,,,,,-2.9318714888029174,,,
1943-06-30,,,,,-3.0208381946850675,,,
1943-09-30,,,,,-2.9948985928054137,,,
1943-12-31,,,,,-2.9349027127062004,,,
1944-03-31,,,,,-2.971241253545695,,,
1944-06-30,,,,,-3.0012724539296065,,,
1944-09-30,,,,,-2.979983916585852,,,
1944-12-31,,,,,-3.0188993328355256,,,
1945-03-31,,,,,-3.0648277038841685,,,
1945-06-30,,,,,-3.1448151888722116,,,
1945-09-30,,,,,-3.1780538303479453,,,
1945-12-31,,,,,-3.2679545476891803,,,
1946-03-31,,,,,-3.249576179745128,,,
1946-06-30,,,,,-3.307748214197677,,,
1946-09-30,,,,,-3.0850959541705896,,,
1946-12-31,,,,,-3.059169836747041,,,
1947-03-31,,,,,-3.047164447186262,,,
1947-06-30,-0.002679768050578731,-0.010444889696971122,,,-2.9717630834409947,,,
1947-09-30,-0.03289116337891495,0.01577349813849269,,,-2.9477645558928174,,,
1947-12-31,-0.022649896715009887,0.016885258839030613,,,-2.8844015909096608,,,
1948-03-31,-0.0014621396472939445,-0.033666212983925206,,,-2.8227784667636366,,,
1948-06-30,-0.024783958948468295,0.1707850680268297,,,-2.985087584042577,,,
1948-09-30,-0.006158062743114531,-0.06196552622479608,,,-2.8967371517632405,,,
1948-12-31,0.015532446289925988,-0.021301901396765886,,,-2.793208009442517,,,
1949-03-31,0.008738215081536825,0.0011885444646363656,,,-2.7222348360941666,,,
1949-06-30,0.0025068523878023904,-0.05454995607206065,,,-2.6171095459726907,,,
1949-09-30,0.010057398601780794,0.11020026744125244,,,-2.700973941275496,,,
1949-12-31,0.008587179383228689,0.08668022568433917,,,-2.6747534271891413,,,
1950-03-31,0.0014801585595240632,0.06319697213203192,,,-2.6965887575832035,,,
1950-06-30,-0.007301095986503919,0.09211220613087051,,,-2.7483387200163216,,,
1950-09-30,-0.016204799034979733,0.02682446955935286,,,-2.663461723786478,,,
1950-12-31,-0.022704417138050433,0.050828541068442666,,,-2.597891090556486,,,
1951-03-31,-0.03204496493526812,0.10881539080074036,,,-2.6553709051067824,,,
1951-06-30,0.0015698700821267005,0.008543025864182733,,,-2.6256899952883113,,,
1951-09-30,-0.00022411945590107996,0.0951119285211923,,,-2.7374386601017107,,,
1951-12-31,-0.012687297232535828,0.010070892645871436,,,-2.8095735771127424,,,
1952-03-31,0.007351865723777116,0.03193939316878103,,,-2.819448788885602,,,
1952-06-30,-0.0013160176344156798,0.03239294171289001,,,-2.8221995676206424,,,
1952-09-30,0.000487768323807496,0.02272519696203882,,,-2.8384733197685135,,,
1952-12-31,0.001275372703971293,0.062474099881389134,,,-2.9160441129502916,,,
1953-03-31,0.008224627296028669,0.007128056904210998,,,-2.914122144263322,,,
1953-06-30,-0.00021845770642039877,-0.07459059680165042,,,-2.825311452243755,,,
1953-09-30,0.0008023872514878565,-0.018557943088678423,,,-2.7965081057010313,,,
1953-12-31,0.0052190476533734,0.0743683750932153,,,-2.840489043087592,,,
1954-03-31,0.0017695158038924367,0.07999262754871567,,,-2.8945203589810773,,,
1954-06-30,0.002203735841289588,0.09671284224562042,,,-2.9943520110850326,,,
1954-09-30,0.006437218734350099,0.09163924673505915,,,-3.0631365823558045,,,
1954-12-31,0.004018094715606794,0.11710701538680111,,,-3.1227081346497467,,,
1955-03-31,0.002128173975743884,0.051375081110454995,,,-3.1526264393270003,,,
1955-06-30,0.006190656434647851,0.09005530503076402,,,-3.2322886540656093,,,
1955-09-30,-0.0017027938330042747,0.11203954034756293,,,-3.3094610549438728,,,
1955-12-31,0.0044303983274739485,0.03150302504201569,,,-3.3201548518397654,,,
1956-03-31,0.00560595234662667,0.04942388384085076,,,-3.312397754051343,,,
1956-06-30,-0.003997576099171131,-0.027393866773636526,,,-3.2467071380167893,,,
1956-09-30,-0.001114482488045969,0.015527740252574241,,,-3.2369719671086226,,,
1956-12-31,-0.0030856100673348685,-0.0031712109268706616,,,-3.284276043603253,,,
1957-03-31,-0.00026482941633447846,-0.05047853109710264,,,-3.236749811257975,,,
1957-06-30,-0.0012334165667808056,0.07670984020061397,,,-3.313660380481712,,,
1957-09-30,0.000782116092921557,-0.07643092571901251,,,-3.2184211760765544,,,
1957-12-31,0.0035423675355727817,-0.082777584699618,,,-3.114879989032613,,,
1958-03-31,-0.006352092384897587,0.04624159557577786,,,-3.1693056955880987,,,
1958-06-30,0.001865437646589166,0.06546139842694196,,,-3.252970036211177,,,
1958-09-30,0.002075,0.09692576715308367,,,-3.342882229694383,,,
1958-12-31,0.004026744246995798,0.09278681776980863,,,-3.419878932607736,,,
1959-03-31,0.006925,0.049715854082735406,,,-3.4572252131318177,,,
1959-06-30,0.00217905402372719,0.021551614248670543,,,-3.46887343369848,,,
1959-09-30,0.0032271840796664116,-0.009567283077780344,,,-3.45060123103035,,,
1959-12-31,0.004644821111961772,0.03445649786061987,,,-3.474237909462447,,,
1960-03-31,0.011225,-0.07363160751607327,,,-3.345008782421192,,,
1960-06-30,0.001497610452403768,0.04029725858555025,,,-3.3797729270943138,,,
1960-09-30,0.00615,-0.041141894718676554,,,-3.33604328648237,,,
1960-12-31,-0.000531765576480085,0.038263276642824334,,,-3.3717069531514503,,,
1961-03-31,0.004619132354419907,0.1244331863330721,,,-3.4980683546661155,,,
1961-06-30,0.005975,0.02449078703450027,,,-3.521192554457719,,,
1961-09-30,0.001144282661108509,0.02415155816960443,,,-3.5356212330696977,,,
1961-12-31,0.004699833222175943,0.06689218279613857,,,-3.569950960691023,,,
1962-03-31,0.0011826062813059283,-0.017661351350796294,,,-3.539679733331689,,,
1962-06-30,0.005475057772389068,-0.23440162534023304,,,-3.296016641285712,,,
1962-09-30,-0.000102291432566258,0.044172623376117305,,,-3.3280751168331926,,,
1962-12-31,0.008265789663520078,0.07755960225910152,,,-3.381282071961214,,,
1963-03-31,0.0029049984390484857,0.04921254869956128,,,-3.4191743580633096,,,
1963-06-30,0.00395274577125714,0.06602179013899523,,,-3.4616080768546063,,,
1963-09-30,0.003887844677849809,0.03895361117396762,,,-3.4954100171115523,,,
1963-12-31,0.0032551831228960692,0.015898332394085113,,,-3.4821843127821173,,,
1964-03-31,0.006858880011655352,0.061143591152914914,,,-3.521044729286224,,,
1964-06-30,0.0065901120325624965,0.01563688309157505,,,-3.5179216559702966,,,
1964-09-30,0.006445207612910916,0.03637174659661467,,,-3.53177016694841,,,
1964-12-31,0.0033701493170360686,0.007299175735421501,,,-3.514049763078277,,,
1965-03-31,0.0076818408440962535,0.0300370399074708,,,-3.527858824902219,,,
1965-06-30,0.000289009110787955,-0.023257973385075452,,,-3.4837715126990907,,,
1965-09-30,0.00918369444620041,0.04818668903580918,,,-3.5145708207116977,,,
1965-12-31,0.0025524497631535603,0.024438342495581144,,,-3.518217599213658,,,
1966-03-31,0.0006422404539353326,-0.03406908976266415,,,-3.4648362176288288,,,
1966-06-30,0.005279193314747892,-0.038848419704666876,,,-3.4147680157553073,,,
1966-09-30,-0.00011201383177174978,-0.10106498959501678,,,-3.293013455504498,,,
1966-12-31,0.00824758627239185,0.038902123157823654,,,-3.344202922407154,,,
1967-03-31,0.009972814342388862,0.0901115435987526,,,-3.4286336338134062,,,
1967-06-30,0.0016001644800821436,0.019478977241192644,,,-3.450862915183907,,,
1967-09-30,-0.00011866998276053621,0.04564686918509535,,,-3.490783447382592,,,
1967-12-31,-0.0007844576470027991,-0.0057285091540491715,,,-3.485446194379966,,,
1968-03-31,0.003640170444267187,-0.07473575832169004,,,-3.407841924380824,,,
1968-06-30,0.001330667219080553,0.11517105472059905,,,-3.5148843400965353,,,
1968-09-30,0.0023385564809934017,0.0016694020683157363,,,-3.50952379173336,,,
1968-12-31,-0.0011695073861647427,0.04714991635464168,,,-3.546467423550374,,,
1969-03-31,0.0009527725191494484,-0.08006727710556279,,,-3.466743459560026,,,
1969-06-30,0.0012946249315145802,-0.008997358057038891,,,-3.455499988040366,,,
1969-09-30,0.002531270793931204,-0.055620168013283455,,,-3.4013031961694233,,,
1969-12-31,0.0016818751594243168,-0.04599927453872048,,,-3.3614955401269464,,,
1970-03-31,0.003760198267364928,-0.03539393238037771,,,-3.330964444631028,,,
1970-06-30,0.003604649557372594,-0.16851539200629861,,,-3.1684428025119997,,,
1970-09-30,0.006443499832810718,0.08185699282908772,,,-3.253746603661191,,,
1970-12-31,0.00010983450602498196,0.0804449197576032,,,-3.356142271701803,,,
1971-03-31,0.007162458176455586,0.0966806617804032,,,-3.4665394383994097,,,
1971-06-30,-0.003972519998557111,-0.0020722794911717662,,,-3.4709641471642563,,,
1971-09-30,0.00449489270237754,-0.0047851922619330444,,0.015257,-3.4709810227528743,0.0035319999999999995,,
1971-12-31,0.0043989599079268995,-0.006068010640409269,,0.01491925,-3.475157987598928,0.00489425,,
1972-03-31,0.0027522406709203423,0.07976411085694289,,0.015448,-3.5576720225632372,0.006123,,
1972-06-30,0.0021047520265129026,0.0005439266526690366,,0.0153105,-3.560453665525114,0.0055355,,
1972-09-30,0.0002283881164200901,0.010141438449372427,,0.015853,-3.5700812930023975,0.004202999999999999,,
1972-12-31,0.002193664757964557,0.06662697887346286,,0.01569,-3.6190358807466723,0.0030149999999999986,,
1973-03-31,-0.008280365175988088,-0.047870153421977,,0.01645375,-3.5683323495704014,0.0012287500000000007,,
1973-06-30,-0.0030403479772934047,-0.08009307165718649,,0.0166725,-3.4826724123306247,-0.001302500000000002,,
1973-09-30,-0.004397297754532983,-0.002638661285089631,,0.01690725,-3.474868386362999,-0.0038177499999999974,,
1973-12-31,-0.0033198742540028713,-0.11846117725880216,,0.01684425,-3.333682707044515,-0.0017807499999999998,,
1974-03-31,-0.01325867840522198,0.0158176788940985,,0.01835475,-3.34376533257628,-0.0015452500000000002,,
1974-06-30,-0.0048946586132162725,-0.09207766222789607,,0.019293249999999998,-3.2447106420373495,-0.0004567500000000013,,
1974-09-30,-0.012381278182793196,-0.28397402270099853,,0.01954,-2.9431186532943,-0.0006100000000000016,,
1974-12-31,-0.005217213878422947,-0.02274884386806477,,0.01790425,-2.9248030046495814,2.9249999999998444e-05,,
1975-03-31,0.0006825994596272311,0.2180613502572504,,0.01861,-3.12800265345241,0.004885,,
1975-06-30,0.0005545368102547743,0.09081459529400744,,0.019053,-3.215095102028295,0.005703000000000001,,
1975-09-30,-0.007002228848898518,-0.08826567203422715,,0.0203755,-3.1277294710348422,0.0043254999999999995,,
1975-12-31,-0.00209931850567727,0.042583496420644074,,0.019118,-3.1823471371346943,0.005517999999999999,,
1976-03-31,0.006431510521387504,0.12648747763942886,,0.01878475,-3.31048366797399,0.006284749999999999,,
1976-06-30,7.748000144289051e-05,2.8141793840102852e-05,,0.01914275,-3.298591146714619,0.0056177499999999995,,
1976-09-30,-0.0022233569681391115,0.03307776981038791,,0.01866,-3.3106378046164284,0.005960000000000001,,
1976-12-31,-0.0010933221323357698,-0.007190360362547738,,0.016836,-3.2523822367580433,0.005961000000000001,,
1977-03-31,-0.009464684237122784,-0.0424120262950608,,0.018341,-3.1784515237315922,0.006841000000000002,,
1977-06-30,-0.0034877909654917084,-0.018743331780086605,,0.017950999999999998,-3.12557280368456,0.005401,,
1977-09-30,-0.0005864779053699823,-0.03084648303788918,,0.01817125,-3.0626637625920354,0.003646250000000002,,
1977-12-31,-0.0016565828512416954,-0.02279122573561963,,0.01921175,-3.000218981219506,0.00403675,,
1978-03-31,-0.002327435649772759,-0.05987567917399095,,0.01987875,-2.9179959319501108,0.00415375,,
1978-06-30,-0.009198408452456935,0.08876245162058946,,0.020954,-2.990218116827085,0.004129000000000001,,
1978-09-30,-0.005989677766171264,0.06042363081732563,,0.020625499999999998,-3.029998964401544,0.0010004999999999997,,
1978-12-31,-0.0012090869028420527,-0.08162432894397727,,0.021986,-2.942152551232101,-0.0007140000000000013,,
1979-03-31,-0.006329614675114028,0.029407274892782435,,0.021965,-2.9575110607337933,-0.0017350000000000022,,
1979-06-30,-0.008674396659015825,0.0023944148383218383,,0.02117575,-2.946801650082411,-0.0014742500000000014,,
1979-09-30,-0.007365895940265568,0.05450459241246047,,0.022700249999999998,-2.981106784335012,-0.0029497499999999997,,
1979-12-31,-0.007399934672552191,-0.014482772988057994,,0.024906,-2.948622113316547,-0.005193999999999996,,
1980-03-31,-0.010669977562715208,-0.04885576202513907,-0.19387046550265694,0.02978425,-2.8932412003241175,-0.008215749999999997,,
1980-06-30,0.008477560733678165,0.06350623439584308,0.2012206663109846,0.024489,-2.9597386709060856,0.006814,,
1980-09-30,0.0008476798674747002,0.09455205867651112,-0.15920970938048173,0.02878775,-3.036883703096168,0.003112750000000002,,
1980-12-31,-0.003687062336849529,0.04202526408367324,-0.029154984649569,0.0296035,-3.0760247002948757,-0.0091215,,
1981-03-31,0.013580818198974838,-0.029163409550292556,-0.10652273230570397,0.03210275,-3.0544817776261812,-0.0012972499999999965,,
1981-06-30,0.012182006905154811,-0.030475535547292574,-0.023000742832692503,0.032642250000000005,-3.0303378027314665,-0.00418275,,
1981-09-30,0.008500666422859213,-0.13576018901280598,-0.18350270045030992,0.03723025,-2.8983493950457797,0.00048024999999999983,,
1981-12-31,0.026066137691687388,0.02429447737582627,0.135047841280368,0.0337825,-2.9270625560527246,0.0066575,,
1982-03-31,0.020769046399301272,-0.12239578224630912,0.01920510545315064,0.03342825,-2.8026386197781252,0.00172825,,
1982-06-30,0.007703021688649666,-0.028964528174923714,-0.020622321654719382,0.03398,-2.779357247119764,0.0028049999999999998,,
1982-09-30,0.023984419454645793,0.09134194107118296,0.1956346542080311,0.0290445,-2.883045717804092,0.009244500000000003,,
1982-12-31,0.019799999999999998,0.12585025803077166,0.11932661566365992,0.026223999999999997,-3.0101833920921655,0.006373999999999998,,
1983-03-31,0.015764192477419645,0.07869997345505968,-0.00510644650261257,0.02653475,-3.090252771822149,0.005659749999999999,,
1983-06-30,0.0077102529087889286,0.07788338667667528,-0.022621545505173278,0.027268,-3.1770927538683953,0.005293000000000001,,
1983-09-30,0.011964906404899573,-0.0086317967604362,-0.037262934884366855,0.02837275,-3.1732805515952878,0.0058727499999999995,,
